Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
E0,2009-11-08,West Ham,Everton,1,2,A,0,1,A,A Wiley,16,9,7,6,12,18,5,4,0,5,0,0,2.4,3.3,3,2.3,3.35,2.85,2.4,3.25,2.85,2.5,3.2,2.7,2.4,3.3,2.88,2.4,3.2,2.7,2.4,3.3,2.9,2.4,3.25,2.75,2.38,3.2,2.9,2.4,3.25,2.75,36,2.56,2.44,3.35,3.23,3.06,2.84,32,2.12,1.95,1.85,1.79,22,0,1.83,1.76,2.13,2.04
E0,2009-11-08,Wigan,Fulham,1,1,D,1,1,D,P Dowd,19,7,12,3,15,16,10,6,2,1,0,0,2.25,3.2,3.4,2.2,3.3,3.1,2.3,3.25,3,2.2,3.2,3.2,2.3,3.3,3.1,2.25,3.2,2.9,2.37,3.25,3,2.3,3.25,2.88,2.25,3.2,3.1,2.3,3.2,3,36,2.4,2.27,3.34,3.22,3.53,3.13,32,2.24,2.05,1.75,1.71,22,0,1.73,1.63,2.37,2.2
E0,2009-11-09,Liverpool,Birmingham,2,2,D,1,2,A,P Walton,27,5,14,2,7,9,11,1,1,2,0,0,1.36,4.5,10,1.3,4.75,9.55,1.35,4.5,8.5,1.3,4.9,9,1.3,5,11,1.28,4.5,10,1.33,4.5,10.5,1.29,4.5,10,1.33,4.5,9,1.3,4.5,11,33,1.41,1.33,5,4.61,11,9.89,31,1.75,1.63,2.3,2.16,20,0,1.09,1.07,9,7.38
E0,2009-11-21,Birmingham,Fulham,1,0,H,1,0,H,C Foy,3,12,2,5,7,9,0,7,1,0,0,0,2.5,3.2,2.9,2.5,3.3,2.65,2.4,3.25,2.8,2.4,3.2,2.85,2.4,3.3,2.88,2.35,3.2,2.75,2.5,3.2,2.87,2.4,3.3,2.88,2.5,3.3,2.9,2.5,3.2,2.88,37,2.6,2.46,3.3,3.22,3.14,2.87,32,2.4,2.21,1.67,1.61,24,0,1.79,1.73,2.19,2.07
E0,2009-11-21,Burnley,Aston Villa,1,1,D,1,0,H,H Webb,11,10,6,6,6,12,6,8,0,3,0,0,3.4,3.3,2.2,3.15,3.35,2.15,3.1,3.3,2.2,3.2,3.2,2.2,3.2,3.3,2.25,3.1,3.3,2.1,3.3,3.2,2.25,3.25,3.3,2.2,3.3,3.4,2.2,3.3,3.25,2.2,37,3.6,3.3,3.49,3.3,2.25,2.17,32,1.88,1.81,2.09,1.93,23,0,2.61,2.37,1.58,1.54
E0,2009-11-21,Chelsea,Wolves,4,0,H,3,0,H,L Mason,23,4,14,3,4,14,5,6,0,2,0,0,1.17,7,19,1.15,6.75,15,1.16,6.5,16,1.15,6.5,15,1.17,7,15,1.14,6,17,1.17,6.5,19,1.17,6.5,19,1.17,7,19,1.17,6.5,21,37,1.18,1.16,7.95,6.7,26,18.22,32,1.6,1.49,2.63,2.47,20,-2,2.05,1.98,1.92,1.89
E0,2009-11-21,Hull,West Ham,3,3,D,3,2,H,M Clattenburg,12,16,8,10,9,17,5,3,0,4,1,0,2.88,3.25,2.5,2.7,3.3,2.45,2.8,3.25,2.4,2.7,3.2,2.5,2.8,3.3,2.5,2.7,3.2,2.4,2.8,3.1,2.6,2.8,3.25,2.5,2.8,3.25,2.6,2.75,3.2,2.6,37,3,2.82,3.34,3.24,2.6,2.48,32,2.15,2,1.83,1.75,23,0,2.11,2.02,1.84,1.77
E0,2009-11-21,Liverpool,Man City,2,2,D,0,0,D,P Dowd,10,9,6,6,9,13,7,3,2,0,0,0,1.91,3.4,4.2,1.9,3.5,4.2,1.9,3.3,4,1.9,3.3,3.9,1.83,3.4,4.5,1.9,3.4,3.6,1.95,3.3,4,1.95,3.3,4.1,1.91,3.4,4.33,1.91,3.3,4.2,38,2,1.92,3.56,3.34,4.5,4.06,33,1.87,1.8,2.08,1.95,24,0,1.41,1.38,3,2.85
E0,2009-11-21,Man United,Everton,3,0,H,1,0,H,S Bennett,18,11,11,5,4,6,13,4,2,2,0,0,1.4,4.5,9,1.38,4.6,9,1.4,4.2,8,1.35,4.5,8.5,1.4,4.5,8,1.35,4.2,8,1.4,4.2,9,1.36,4.5,9,1.4,4.4,9,1.4,4.33,8.5,37,1.45,1.39,4.66,4.37,10.29,8.56,32,1.91,1.8,2.02,1.94,22,0,1.11,1.1,7.1,6.4
E0,2009-11-21,Sunderland,Arsenal,1,0,H,0,0,D,A Wiley,5,9,1,3,10,10,2,6,2,1,0,0,6,3.75,1.62,6.2,3.6,1.55,5.5,3.5,1.65,5.2,3.8,1.6,6,3.75,1.57,5.25,3.6,1.57,6,3.4,1.67,6,3.6,1.62,6,3.8,1.62,5.5,3.6,1.67,37,6.2,5.69,3.8,3.65,1.71,1.62,32,1.67,1.58,2.5,2.26,23,0,4.55,3.96,1.3,1.22
E0,2009-11-22,Bolton,Blackburn,0,2,A,0,1,A,M Dean,15,15,8,11,13,12,7,7,3,1,0,0,2.25,3.2,3.4,2.15,3.25,3.25,2.2,3.25,3.2,2.2,3.2,3.2,2.2,3.3,3.3,2.1,3.25,3.2,2.3,3.2,3.2,2.2,3.25,3.3,2.3,3.25,3.25,2.25,3.2,3.3,37,2.32,2.2,3.38,3.25,3.53,3.3,32,2.03,1.89,1.92,1.84,23,0,1.63,1.57,2.47,2.31
E0,2009-11-22,Stoke,Portsmouth,1,0,H,0,0,D,K Friend,9,14,3,7,15,13,4,4,1,2,0,0,2.1,3.4,3.5,2.2,3.35,3.35,2.1,3.25,3.4,2,3.3,3.6,2.1,3.3,3.5,2.1,3.3,3.1,2.15,3.2,3.5,2,3.4,3.75,2.1,3.25,3.5,2.05,3.25,3.75,37,2.17,2.1,3.46,3.29,3.75,3.48,32,2.21,2.06,1.74,1.7,23,0,1.56,1.5,2.75,2.49
E0,2009-11-22,Tottenham,Wigan,9,1,H,1,0,H,P Walton,28,11,16,5,9,11,10,5,1,0,0,0,1.44,4.33,8,1.45,3.85,7.5,1.45,4,7.25,1.5,3.9,6.5,1.5,4,7,1.4,4,7.25,1.44,4,8,1.44,4.1,8,1.4,4.33,7.5,1.44,4,8,37,1.5,1.46,4.45,4.05,8.09,7.48,32,1.72,1.64,2.28,2.16,23,0,1.15,1.12,6.5,5.5
E0,2009-11-25,Fulham,Blackburn,3,0,H,1,0,H,S Attwell,8,7,4,3,7,13,3,3,0,0,0,0,2.1,3.3,3.6,2.1,3.2,3.4,2.1,3.25,3.4,2.2,3.2,3.2,2.1,3.3,3.5,1.95,3.3,3.5,2.1,3.25,3.6,2.05,3.4,3.6,2.1,3.3,3.6,2.1,3.3,3.4,37,2.16,2.07,3.4,3.29,3.85,3.54,31,2.09,1.96,1.86,1.79,22,0,1.51,1.49,2.72,2.54
E0,2009-11-25,Hull,Everton,3,2,H,3,0,H,M Atkinson,8,5,7,3,18,23,3,4,1,4,0,0,3.5,3.3,2.15,3.35,3.35,2.05,3.4,3.25,2.1,3.1,3.3,2.2,3.2,3.3,2.2,3.2,3.3,2.05,3.6,3.25,2.1,3.4,3.4,2.1,3.5,3.3,2.1,3.4,3.3,2.1,38,3.8,3.4,3.46,3.29,2.2,2.11,32,2.09,1.96,1.85,1.79,22,0,2.57,2.45,1.55,1.52
E0,2009-11-28,Aston Villa,Tottenham,1,1,D,1,0,H,P Dowd,12,23,4,17,10,8,7,9,0,1,0,0,2.5,3.25,2.88,2.35,3.35,2.8,2.45,3.25,2.75,2.6,3.2,2.6,2.38,3.4,2.88,2.35,3.3,2.7,2.5,3.3,2.8,2.38,3.4,2.88,2.4,3.3,2.75,2.5,3.25,2.88,37,2.55,2.42,3.45,3.28,3.06,2.86,33,1.83,1.75,2.16,2,24,0,1.8,1.74,2.18,2.05
E0,2009-11-28,Blackburn,Stoke,0,0,D,0,0,D,H Webb,11,7,4,4,12,11,9,2,1,2,0,0,1.91,3.4,4.2,1.85,3.4,4,1.95,3.3,3.8,1.95,3.3,3.8,1.83,3.4,4.5,1.9,3.4,3.6,1.91,3.3,4.2,1.91,3.4,4.1,1.85,3.4,4,1.91,3.3,4.2,37,1.95,1.9,3.53,3.35,4.61,4.13,33,2.14,2,1.8,1.75,24,0,1.42,1.37,3.15,2.92
E0,2009-11-28,Fulham,Bolton,1,1,D,0,1,A,S Bennett,12,4,7,2,7,21,8,5,1,6,0,0,1.91,3.5,4.2,1.9,3.4,3.85,1.9,3.25,4,1.9,3.3,3.9,1.83,3.4,4.5,1.85,3.25,4,1.91,3.4,4,1.83,3.5,4.33,1.8,3.4,4.33,1.91,3.3,4.2,37,2,1.88,3.6,3.37,4.62,4.18,33,2.06,1.95,1.88,1.81,24,0,1.44,1.37,3.05,2.93
E0,2009-11-28,Man City,Hull,1,1,D,1,0,H,L Probert,17,8,7,3,14,12,8,2,1,3,0,0,1.29,5.5,11,1.25,5,12,1.27,5,11,1.3,5,9,1.3,5,11,1.22,5.2,11,1.25,5.5,12,1.25,5.5,13,1.25,5.5,11,1.3,5,11,37,1.3,1.27,6.13,5.38,13.15,11.08,33,1.56,1.51,2.64,2.42,21,-1.75,2.05,2.01,1.89,1.87
E0,2009-11-28,Portsmouth,Man United,1,4,A,1,1,D,M Dean,20,12,12,8,16,10,4,8,4,3,0,0,10,4.5,1.36,8.25,4.5,1.35,8,4.5,1.37,7.5,4.3,1.42,9,4.5,1.36,8,4.5,1.33,9,4.6,1.36,9,5,1.33,8,4.5,1.36,8.5,4.33,1.4,37,10.35,8.86,5.08,4.55,1.4,1.36,33,2.02,1.92,1.93,1.83,23,0,7,6.64,1.11,1.09
E0,2009-11-28,West Ham,Burnley,5,3,H,3,0,H,C Foy,9,16,5,10,10,15,1,7,2,1,0,1,1.8,3.6,4.5,1.75,3.4,4.6,1.8,3.5,4.25,1.8,3.4,4.3,1.83,3.5,4.33,1.75,3.75,3.75,1.8,3.5,4.5,1.8,3.5,4.5,1.8,3.4,4.33,1.83,3.4,4.5,37,1.85,1.8,3.75,3.49,4.88,4.42,33,1.88,1.79,2.08,1.96,24,0,1.34,1.32,3.4,3.18
E0,2009-11-28,Wigan,Sunderland,1,0,H,0,0,D,Mn Atkinson,16,9,10,4,12,14,5,8,0,3,0,0,2.4,3.4,2.9,2.4,3.3,2.75,2.45,3.25,2.75,2.5,3.2,2.7,2.5,3.3,2.8,2.4,3.3,2.6,2.4,3.3,2.9,2.5,3.2,2.88,2.4,3.25,2.75,2.4,3.3,2.88,36,2.55,2.45,3.4,3.26,3.15,2.84,33,2.16,2.01,1.83,1.75,23,0,1.8,1.73,2.23,2.05
E0,2009-11-29,Arsenal,Chelsea,0,3,A,0,2,A,A Marriner,5,7,3,5,17,12,4,3,2,2,0,0,2.7,3.2,2.7,2.6,3.1,2.7,2.55,3.2,2.7,2.6,3.2,2.6,2.62,3.3,2.62,2.5,3.2,2.6,2.62,3.2,2.7,2.6,3.4,2.63,2.5,3.25,2.75,2.7,3.2,2.7,37,2.82,2.63,3.34,3.22,2.8,2.67,33,2.05,1.92,1.98,1.82,21,0,1.99,1.9,1.97,1.89
E0,2009-11-29,Everton,Liverpool,0,2,A,0,1,A,A Wiley,12,9,8,7,15,12,6,4,1,0,0,0,3.5,3.4,2.1,3.3,3.3,2.1,3.4,3.25,2.1,3.35,3.3,2.1,3.3,3.3,2.2,3.2,3.2,2.1,3.6,3.25,2.1,3.4,3.4,2.1,3.3,3.25,2.1,3.25,3.2,2.25,37,3.78,3.35,3.43,3.28,2.25,2.15,33,2.04,1.94,1.9,1.81,23,0,2.59,2.36,1.62,1.55
E0,2009-11-29,Wolves,Birmingham,0,1,A,0,1,A,M Clattenburg,8,13,2,7,14,8,6,5,2,1,0,0,2.4,3.2,3.1,2.35,3.2,2.9,2.4,3.2,2.85,2.5,3.2,2.7,2.38,3.2,3,2.3,3.2,2.8,2.3,3.2,3.2,2.38,3.25,3,2.3,3.2,3,2.3,3.2,3.1,37,2.46,2.37,3.3,3.19,3.35,3.01,33,2.25,2.15,1.78,1.65,23,0,1.72,1.67,2.35,2.15
E0,2009-12-05,Arsenal,Stoke,2,0,H,1,0,H,M Clattenburg,12,5,8,4,3,7,10,2,0,0,0,0,1.29,5,13,1.25,5,12,1.28,5,10,1.27,4.9,11,1.25,5.5,12,1.25,5,10,1.25,5.5,12,1.29,5,12,1.29,5.5,10.5,1.3,4.75,11,37,1.3,1.28,5.9,5.12,14.55,11.73,33,1.67,1.59,2.38,2.26,23,0,1.06,1.05,10.6,9.11
E0,2009-12-05,Aston Villa,Hull,3,0,H,2,0,H,S Attwell,13,5,6,1,15,15,9,3,4,3,0,0,1.44,4.33,7.5,1.45,4,7,1.45,4,7,1.5,3.8,6.7,1.44,4,8,1.45,4,6.25,1.44,4.2,7.5,1.44,4.33,7,1.44,4.33,7.5,1.44,4.33,6.5,37,1.5,1.45,4.58,4.18,8.55,7.39,33,1.75,1.68,2.25,2.11,25,0,1.17,1.14,5.98,5.16
E0,2009-12-05,Blackburn,Liverpool,0,0,D,0,0,D,M Atkinson,9,15,3,11,15,9,1,8,1,0,0,0,5.25,3.8,1.67,4.8,3.5,1.7,4.75,3.5,1.73,4.6,3.5,1.75,5,3.5,1.73,4.5,3.4,1.7,5,3.5,1.73,5,3.5,1.73,5,3.8,1.67,4.5,3.4,1.75,37,5.25,4.82,3.75,3.52,1.83,1.74,33,2.04,1.95,1.88,1.8,26,0,3.85,3.5,1.33,1.28
E0,2009-12-05,Man City,Chelsea,2,1,H,1,1,D,H Webb,13,10,8,6,12,17,9,6,1,6,0,0,4.2,3.4,1.91,4.3,3.45,1.8,4,3.4,1.87,3.9,3.3,1.9,4.33,3.5,1.83,3.75,3.4,1.85,4.33,3.5,1.83,4,3.5,1.91,4.2,3.4,1.91,4.2,3.4,1.83,37,4.5,4.16,3.71,3.45,1.93,1.87,33,1.95,1.86,1.99,1.88,26,0,3.3,2.99,1.4,1.36
E0,2009-12-05,Portsmouth,Burnley,2,0,H,0,0,D,P Dowd,9,14,4,8,16,14,5,5,4,2,0,0,1.91,3.4,4.2,1.85,3.5,3.9,1.85,3.5,4,1.85,3.4,4,1.83,3.5,4.33,1.8,3.4,4,1.83,3.4,4.5,1.8,3.5,4.5,1.85,3.5,4.33,1.83,3.4,4.2,37,1.92,1.85,3.67,3.43,4.69,4.3,33,1.89,1.83,2.08,1.92,26,0,1.37,1.34,3.25,3.08
E0,2009-12-05,West Ham,Man United,0,4,A,0,1,A,P Walton,11,18,7,11,8,16,2,8,0,1,0,0,8,4.2,1.44,7,4,1.45,7,4,1.45,6.5,3.9,1.5,7.5,4.2,1.44,6.25,4,1.45,7.5,4.2,1.44,8,4.1,1.44,8,4.2,1.44,6.5,4,1.5,37,8.6,7.49,4.48,4.06,1.51,1.46,33,1.93,1.81,2.01,1.94,25,0,5.98,5.15,1.17,1.14
E0,2009-12-05,Wigan,Birmingham,2,3,A,1,0,H,L Probert,18,10,7,9,14,8,2,2,2,0,0,0,2.1,3.3,3.6,2.05,3.3,3.45,2.05,3.3,3.5,2.1,3.25,3.4,2.1,3.3,3.5,2,3.25,3.4,2.05,3.25,3.6,2.05,3.4,3.5,2.1,3.3,3.6,2.1,3.25,3.4,37,2.13,2.07,3.4,3.26,4,3.6,33,2.37,2.19,1.67,1.63,26,0,1.5,1.47,2.75,2.54
E0,2009-12-05,Wolves,Bolton,2,1,H,1,0,H,C Foy,12,17,11,10,9,16,11,10,2,1,0,0,2.38,3.25,3.1,2.35,3.2,2.9,2.3,3.2,3,2.4,3.2,2.85,2.38,3.25,3,2.4,3.2,2.7,2.3,3.2,3.2,2.38,3.25,3,2.4,3.3,3,2.38,3.25,2.88,37,2.45,2.36,3.38,3.24,3.26,3,33,2.1,2.02,1.83,1.74,25,0,1.74,1.68,2.25,2.13
E0,2009-12-06,Everton,Tottenham,2,2,D,0,0,D,A Marriner,15,19,6,11,11,18,1,6,4,4,0,0,2.88,3.25,2.5,2.6,3.35,2.5,2.75,3.25,2.45,2.6,3.2,2.6,3,3.4,2.3,2.7,3.2,2.4,2.8,3.3,2.5,2.75,3.3,2.5,2.9,3.25,2.5,2.75,3.25,2.5,37,3.1,2.83,3.4,3.27,2.55,2.45,33,1.91,1.84,2.02,1.9,23,0,2.19,2.04,1.8,1.76
E0,2009-12-06,Fulham,Sunderland,1,0,H,1,0,H,M Dean,16,8,5,5,9,12,4,8,1,2,0,0,2.1,3.3,3.6,2.1,3.25,3.35,2.1,3.2,3.5,2,3.3,3.6,2.1,3.3,3.5,2.1,3.2,3.2,2.1,3.3,3.5,2.2,3.25,3.3,2.2,3.3,3.4,2.2,3.25,3.2,37,2.2,2.13,3.42,3.26,3.78,3.44,33,2.21,2.04,1.81,1.73,26,0,1.57,1.52,2.54,2.41
E0,2009-12-12,Birmingham,West Ham,1,0,H,0,0,D,L Mason,16,14,9,7,12,13,11,7,3,4,0,1,2.1,3.3,3.6,2.1,3.25,3.35,2.1,3.25,3.4,2.1,3.25,3.4,2,3.4,3.75,2.1,3.2,3.2,2.15,3.3,3.4,2.1,3.25,3.6,2.05,3.2,3.5,2.1,3.25,3.5,40,2.2,2.1,3.41,3.28,3.8,3.48,36,2.18,2.06,1.76,1.71,27,0,1.58,1.51,2.63,2.48
E0,2009-12-12,Bolton,Man City,3,3,D,2,2,D,M Clattenburg,12,14,8,6,11,9,5,9,3,3,0,1,4.5,3.6,1.8,4.4,3.56,1.75,4.5,3.3,1.8,4,3.4,1.85,4.5,3.5,1.8,4,3.4,1.8,4.5,3.5,1.8,4.5,3.5,1.8,4.5,3.6,1.73,4.2,3.6,1.83,39,4.9,4.43,3.78,3.51,1.85,1.8,36,1.96,1.87,1.96,1.87,27,0,3.4,3.11,1.36,1.33
E0,2009-12-12,Burnley,Fulham,1,1,D,0,0,D,M Jones,10,12,8,6,12,8,7,4,0,2,0,0,2.63,3.25,2.75,2.6,3.25,2.55,2.6,3.2,2.6,2.6,3.2,2.6,2.5,3.3,2.8,2.55,3.2,2.55,2.62,3.3,2.62,2.6,3.2,2.75,2.5,3.2,2.75,2.6,3.25,2.75,39,2.77,2.61,3.35,3.23,2.81,2.68,36,2.14,2,1.81,1.76,25,0,1.98,1.89,1.99,1.91
E0,2009-12-12,Chelsea,Everton,3,3,D,2,2,D,P Dowd,25,10,13,7,13,17,7,1,0,1,0,0,1.25,5.5,15,1.25,5,12,1.25,5,12.5,1.27,4.9,11,1.25,5.5,12,1.22,5.2,11,1.22,5.5,15,1.22,5.5,15,1.2,5.5,15,1.25,5.5,13,40,1.28,1.24,5.8,5.33,17.85,13.48,36,1.69,1.59,2.3,2.22,26,-1.75,2.05,2.01,1.91,1.88
E0,2009-12-12,Hull,Blackburn,0,0,D,0,0,D,C Foy,9,14,7,9,14,19,3,4,1,2,0,0,2.8,3.25,2.6,2.7,3.2,2.5,2.75,3.2,2.5,2.7,3.2,2.5,2.8,3.3,2.5,2.7,3.2,2.4,2.8,3.3,2.5,2.75,3.25,2.6,2.75,3.2,2.5,2.8,3.25,2.5,39,2.89,2.76,3.36,3.24,2.66,2.54,36,2.08,1.99,1.87,1.77,24,0,2.07,1.97,1.9,1.83
E0,2009-12-12,Man United,Aston Villa,0,1,A,0,1,A,M Atkinson,16,8,9,5,4,14,9,4,1,1,0,0,1.5,4.2,7,1.42,4.25,7,1.44,4,7.5,1.4,4.3,7.5,1.44,4,8,1.44,4,6.25,1.5,4,7,1.44,4.33,7,1.44,4,7.5,1.4,4.33,7.5,39,1.51,1.47,4.42,4.09,8,7.1,36,1.83,1.76,2.13,1.99,27,0,1.17,1.13,6,5.27
E0,2009-12-12,Stoke,Wigan,2,2,D,1,1,D,M Dean,14,11,5,8,19,8,5,3,5,1,0,0,2.1,3.3,3.6,2.1,3.3,3.65,2.1,3.25,3.4,2,3.3,3.6,2.1,3.3,3.5,2,3.25,3.4,2.1,3.3,3.5,2.1,3.25,3.6,2,3.2,3.75,2.1,3.2,3.6,39,2.2,2.08,3.4,3.27,3.95,3.55,36,2.33,2.17,1.68,1.64,27,0,1.5,1.48,2.71,2.54
E0,2009-12-12,Sunderland,Portsmouth,1,1,D,1,0,H,S Bennett,16,9,9,6,12,14,9,6,4,3,0,1,1.8,3.5,4.75,1.75,3.4,4.6,1.75,3.4,4.6,1.75,3.5,4.6,1.8,3.5,4.5,1.8,3.4,4,1.8,3.5,4.5,1.73,3.5,5,1.73,3.4,4.75,1.8,3.4,4.75,39,1.91,1.8,3.6,3.42,5,4.57,36,2.11,2.02,1.84,1.75,27,0,1.35,1.31,3.75,3.25
E0,2009-12-12,Tottenham,Wolves,0,1,A,0,1,A,S Attwell,18,3,10,3,8,13,1,5,0,5,0,0,1.25,5.75,13,1.25,5.25,11,1.28,5,10,1.3,4.8,9.5,1.29,5,11,1.25,5,10,1.25,5.5,12,1.25,5.5,13,1.22,5.5,13,1.25,5.5,12,39,1.3,1.27,6.03,5.35,13.84,11.44,36,1.6,1.53,2.54,2.37,25,-1.75,2.07,2,1.95,1.89
E0,2009-12-13,Liverpool,Arsenal,1,2,A,1,0,H,H Webb,6,7,3,5,19,16,3,4,3,3,0,0,2.2,3.3,3.4,2.2,3.3,3.4,2.15,3.25,3.3,2.2,3.2,3.2,2.1,3.4,3.4,2.1,3.2,3.2,2.15,3.25,3.4,2.25,3.4,3.1,2.1,3.2,3.4,2.25,3.2,3.25,40,2.26,2.17,3.4,3.27,3.66,3.35,36,1.95,1.88,1.98,1.86,27,0,1.6,1.56,2.56,2.37
E0,2009-12-15,Birmingham,Blackburn,2,1,H,1,0,H,M Jones,13,8,6,4,8,16,6,7,2,2,0,0,2.2,3.25,3.4,2.1,3.2,3.4,2.2,3.2,3.2,2.1,3.3,3.35,2.1,3.3,3.5,2.1,3.2,3.2,2.25,3.1,3.4,2.1,3.3,3.5,2.25,3.25,3.4,2.15,3.2,3.5,39,2.34,2.21,3.36,3.24,3.5,3.31,34,2.35,2.16,1.7,1.65,27,0,1.67,1.58,2.5,2.34
E0,2009-12-15,Bolton,West Ham,3,1,H,0,0,D,A Marriner,23,9,12,6,10,7,8,4,4,1,0,0,2.25,3.3,3.25,2.2,3.25,3.15,2.2,3.2,3.2,2.2,3.3,3.1,2.2,3.3,3.3,2.2,3.2,3,2.25,3.2,3.25,2.2,3.3,3.25,2.25,3.4,3.25,2.2,3.25,3.3,39,2.25,2.16,3.51,3.29,3.75,3.36,34,1.93,1.86,2.03,1.89,26,0,1.62,1.56,2.59,2.38
E0,2009-12-15,Man United,Wolves,3,0,H,2,0,H,S Bennett,12,4,9,1,11,11,8,3,1,1,0,0,1.17,7,19,1.15,7,14,1.17,6.5,15,1.17,6,15,1.2,6.5,13,1.14,6.5,15,1.2,6,15,1.17,6.5,19,1.17,7.5,19,1.17,6.75,17,38,1.2,1.17,7.6,6.7,23,17.23,33,1.62,1.57,2.49,2.3,24,-2,2.05,1.99,1.94,1.88
E0,2009-12-15,Sunderland,Aston Villa,0,2,A,0,1,A,K Friend,15,11,5,4,16,14,7,1,2,2,1,0,2.88,3.3,2.5,2.8,3.25,2.4,2.85,3.25,2.4,2.7,3.2,2.5,2.88,3.4,2.38,2.8,3.2,2.3,3,3.2,2.4,2.9,3.3,2.4,3,3.25,2.5,2.9,3.25,2.4,39,2.95,2.74,3.3,3.22,2.84,2.55,34,2.29,2.07,1.8,1.71,25,0,2.12,1.93,2.01,1.87
E0,2009-12-16,Burnley,Arsenal,1,1,D,1,1,D,M Dean,8,17,3,9,11,11,3,6,2,0,0,0,7,4.2,1.5,6.5,4.15,1.45,6,4,1.5,6.5,3.9,1.5,7,4,1.5,6,3.75,1.5,7,4,1.5,7,4,1.5,7.5,4.33,1.44,6.5,4,1.5,39,7.55,6.89,4.5,4.05,1.53,1.48,34,1.75,1.68,2.25,2.11,24,1,2.14,2.07,1.84,1.79
E0,2009-12-16,Chelsea,Portsmouth,2,1,H,1,0,H,M Clattenburg,21,7,8,3,11,11,11,2,0,0,0,0,1.14,8,19,1.12,8,16,1.15,7,15,1.17,6,15,1.17,7,15,1.15,6,15,1.14,7.5,17,1.14,7.5,19,1.14,8,21,1.17,6.5,17,39,1.17,1.16,8.27,6.94,23,18.1,34,1.62,1.55,2.5,2.32,22,-2,1.95,1.9,2.02,1.96
E0,2009-12-16,Liverpool,Wigan,2,1,H,1,0,H,P Dowd,12,8,7,5,12,11,13,0,1,1,0,0,1.33,4.75,11,1.3,4.75,10,1.33,4.5,10,1.35,4.5,8.5,1.33,5,9,1.3,4.5,9,1.33,4.5,11,1.33,4.5,11,1.3,5,12,1.36,4.33,9,39,1.36,1.32,5.36,4.69,12.59,10.44,34,1.82,1.75,2.16,2.01,25,-1.5,1.95,1.91,2.01,1.96
E0,2009-12-16,Tottenham,Man City,3,0,H,1,0,H,A Wiley,19,9,7,5,10,8,5,6,2,3,0,0,2.25,3.3,3.25,2.25,3.3,3,2.25,3.25,3.1,2.1,3.3,3.35,2.25,3.3,3.2,2.25,3.2,2.9,2.25,3.4,3.1,2.25,3.3,3.2,2.25,3.25,3.4,2.2,3.25,3.2,39,2.35,2.24,3.45,3.29,3.42,3.16,34,1.74,1.68,2.3,2.12,26,0,1.65,1.61,2.41,2.26
E0,2009-12-19,Arsenal,Hull,3,0,H,1,0,H,S Bennett,18,6,9,2,9,14,8,0,1,5,0,0,1.22,6,15,1.18,6.25,13,1.2,6,13,1.17,6.5,13,1.22,6,13,1.15,6,15,1.2,6,15,1.17,6.5,19,1.2,6,19,1.22,6,13,39,1.23,1.2,6.64,6.14,21,15.32,35,1.63,1.55,2.43,2.34,26,-1.75,1.9,1.86,2.1,2.04
E0,2009-12-19,Aston Villa,Stoke,1,0,H,0,0,D,L Probert,17,13,8,5,9,12,3,4,0,1,0,0,1.4,4.33,9,1.45,3.85,7.5,1.4,4,8.5,1.45,4,7,1.44,4,8,1.4,4,7.5,1.4,4.2,9,1.4,4.33,8.5,1.44,4.33,8.5,1.4,4.2,8.5,39,1.45,1.42,4.46,4.16,10,8.41,35,2.03,1.91,1.94,1.84,27,0,1.13,1.11,6.75,6.09
E0,2009-12-19,Blackburn,Tottenham,0,2,A,0,1,A,P Walton,13,7,9,2,7,6,5,0,0,1,0,0,3.3,3.4,2.2,3.25,3.35,2.1,3.25,3.25,2.15,3,3.2,2.3,3.3,3.3,2.2,3,3.2,2.2,3.2,3.3,2.15,3.25,3.3,2.2,3.25,3.4,2.25,3.3,3.3,2.2,39,3.45,3.22,3.55,3.32,2.3,2.2,35,1.88,1.81,2.04,1.93,27,0,2.46,2.29,1.65,1.6
E0,2009-12-19,Fulham,Man United,3,0,H,1,0,H,H Webb,10,16,7,4,10,9,5,2,0,1,0,0,6.5,4,1.57,6.35,4,1.55,5.75,3.75,1.57,6,3.7,1.55,6.5,3.6,1.57,6.25,4,1.45,6.5,4,1.53,7,3.75,1.53,6.5,3.6,1.62,5.5,3.75,1.62,39,7,6.36,4,3.79,1.62,1.55,35,2.08,1.96,1.87,1.79,28,1,1.89,1.84,2.11,2.03
