match_minute,match_second,position_x,position_y,play_type,BodyPart,Number_Intervening_Opponents,Number_Intervening_Teammates,Interference_on_Shooter,outcome
36,0,5.24,5.49,Open Play,Head,1,0,Low,Missed
72,32,19.95,-9.73,Open Play,Right,1,0,Low,Missed
67,23,17.96,-16.21,Open Play,Right,2,0,Medium,Blocked
20,0,14.71,-3.24,Open Play,Left,1,0,Medium,Saved
12,19,23.94,-6.24,Open Play,Right,5,1,Low,Missed
3,21,6.24,-3.49,Open Play,Left,3,0,Medium,Saved
84,59,3.74,6.24,Open Play,Left,1,0,High,Saved
10,37,10.72,10.97,Open Play,Left,1,0,Low,Missed
85,27,8.73,16.46,Open Play,Left,2,0,Low,Missed
78,22,18.21,0.5,Open Play,Right,2,1,Medium,Blocked
59,58,10.97,11.47,Open Play,Right,4,0,Medium,Saved
36,1,17.21,7.98,Open Play,Left,3,0,Medium,Blocked
49,40,19.2,-14.22,Open Play,Left,4,1,Medium,Blocked
28,46,12.97,-2.49,Open Play,Head,2,0,High,Blocked
67,36,12.97,-4.99,Open Play,Right,1,0,Low,Missed
78,42,22.44,9.98,Open Play,Left,3,1,Medium,Missed
36,18,19.45,-0.75,Open Play,Left,2,0,Low,Blocked
53,21,5.74,0.5,Open Play,Head,1,1,Medium,Missed
34,17,24.44,-15.96,Open Play,Right,2,0,Low,Missed
29,37,7.48,11.22,Open Play,Left,1,0,Low,GoalFrame
29,40,29.93,-9.98,Open Play,Right,2,0,Low,Missed
43,7,16.96,-0.75,Open Play,Right,1,0,Medium,Blocked
78,57,5.49,0.5,Open Play,Right,1,0,High,Missed
25,45,7.73,12.47,Open Play,Left,1,0,Medium,Goal
52,21,14.71,14.71,Open Play,Right,4,0,High,Saved
77,31,10.97,0,Penalty,Right,1,0,Low,Goal
72,37,10.97,-9.98,Open Play,Left,2,0,Medium,Saved
86,57,11.47,-13.47,Open Play,Right,1,0,High,Missed
91,28,25.19,-4.24,Open Play,Left,3,1,Medium,Saved
92,53,14.46,18.45,Open Play,Right,2,0,Medium,Missed
93,28,18.21,4.74,Open Play,Right,3,1,High,Blocked
13,22,16.21,4.74,Open Play,Right,4,1,Low,Missed
58,45,23.44,-1.25,Open Play,Left,3,0,Medium,Blocked
39,52,20.95,-14.46,Open Play,Right,2,0,Low,Blocked
51,25,18.45,-2,Open Play,Right,7,3,Low,Blocked
4,11,13.72,13.97,Open Play,Right,3,0,Medium,Saved
77,24,8.73,2.99,Open Play,Head,4,0,High,Saved
50,20,23.19,-7.23,Open Play,Left,2,1,High,Missed
87,57,10.97,6.73,Open Play,Head,2,0,High,Missed
36,44,19.45,-14.46,Open Play,Left,3,0,Low,Missed
32,16,24.94,-9.73,Open Play,Left,2,0,Medium,Missed
51,20,17.21,-13.97,Open Play,Left,4,1,Medium,Blocked
14,47,18.21,-2,Open Play,Right,1,0,Medium,GoalFrame
46,56,13.72,3.74,Open Play,Right,3,1,Medium,Blocked
41,50,18.95,-2.24,Open Play,Left,4,0,High,Blocked
5,39,3.24,3.49,Open Play,Right,1,0,Low,Goal
86,21,6.73,1.5,Open Play,Other,1,0,Low,Goal
50,27,9.48,-4.24,Open Play,Left,3,0,High,Blocked
52,49,12.97,-8.23,Open Play,Right,2,0,Medium,Missed
26,17,9.48,6.98,Open Play,Right,1,0,High,Saved
60,35,11.97,12.72,Open Play,Left,2,0,High,Blocked
78,20,7.73,-1,Open Play,Right,2,0,Low,Goal
37,43,4.99,-2,Open Play,Head,1,0,Low,Goal
87,39,8.48,-12.47,Open Play,Right,2,0,Medium,Missed
39,3,17.96,-1.25,Open Play,Right,2,0,High,Saved
21,17,8.48,1.75,Open Play,Head,1,0,High,Missed
64,54,17.46,15.96,Open Play,Right,2,0,Medium,Blocked
22,52,10.47,-13.22,Open Play,Right,5,0,Medium,Saved
20,7,17.71,2,Open Play,Right,2,0,High,Blocked
81,57,21.7,8.23,Open Play,Right,7,2,Medium,Missed
77,9,20.2,-5.74,Open Play,Right,3,0,Low,Missed
77,4,7.73,7.98,Open Play,Right,1,0,Medium,Blocked
63,59,24.44,-10.23,Open Play,Right,3,0,Medium,Blocked
43,35,9.73,4.49,Open Play,Right,2,0,High,Missed
76,26,4.74,-2.99,Open Play,Head,1,0,Low,Missed
39,6,12.97,4.24,Open Play,Head,5,0,Low,Missed
9,7,29.18,-2.49,Open Play,Left,2,0,Low,Missed
62,28,4.99,-9.98,Open Play,Right,2,0,Medium,Saved
89,23,23.69,-5.74,Open Play,Right,3,0,Medium,Saved
80,50,4.24,-2,Open Play,Left,2,0,Medium,Blocked
20,15,20.2,-13.72,Open Play,Right,4,0,Medium,Blocked
51,18,25.94,-7.23,Open Play,Right,5,1,Low,Missed
42,27,27.18,-13.97,Open Play,Left,4,0,Low,Saved
61,22,7.98,2.74,Open Play,Head,2,0,Medium,Saved
62,9,14.46,-4.24,Open Play,Right,4,1,Medium,Saved
66,40,17.71,-8.48,Open Play,Right,3,1,Medium,Blocked
84,41,16.21,-16.46,Open Play,Left,1,0,Medium,Missed
16,40,24.94,-2.49,Open Play,Right,2,0,Medium,Missed
54,3,20.95,22.69,Open Play,Right,4,1,Low,Missed
50,48,9.73,-16.21,Open Play,Right,1,0,Medium,Blocked
75,40,9.23,15.96,Open Play,Left,2,0,Medium,Blocked
19,40,26.43,0.5,Open Play,Right,4,2,Medium,Missed
61,47,6.48,0.25,Open Play,Head,5,1,High,Blocked
3,11,8.48,-4.99,Open Play,Right,1,0,Medium,Missed
5,32,11.97,-13.22,Open Play,Right,1,0,Medium,Missed
6,49,20.7,-11.47,Open Play,Left,3,1,Low,Saved
91,34,25.69,8.73,Open Play,Right,2,0,Low,Missed
70,34,7.98,-12.97,Open Play,Right,2,0,Low,Missed
81,29,25.94,2.99,Open Play,Left,3,0,High,Blocked
67,51,21.2,-3.49,Open Play,Right,5,1,Low,Blocked
47,4,6.24,-19.95,Open Play,Right,3,0,Low,Missed
59,48,8.48,-4.24,Open Play,Head,3,0,High,Missed
79,20,17.71,-0.5,Open Play,Left,4,0,High,Missed
17,0,6.48,0.75,Open Play,Left,4,1,High,Blocked
18,3,13.72,10.72,Open Play,Right,2,0,Low,Missed
66,31,25.19,-6.24,Direct freekick,Left,2,0,Low,Missed
66,46,13.47,10.97,Open Play,Left,2,1,Low,Saved
53,10,10.97,-8.48,Open Play,Right,1,0,Low,Missed
81,24,10.97,0,Penalty,Right,1,0,Low,Goal
71,21,18.21,12.97,Open Play,Right,2,0,Medium,Blocked
79,37,13.97,1.25,Open Play,Left,3,2,Low,Missed
64,2,12.97,13.47,Open Play,Left,2,0,Medium,Blocked
3,12,27.18,-0.75,Open Play,Left,2,0,Medium,Saved
26,39,22.69,-1,Direct freekick,Right,8,1,Low,Blocked
88,3,24.44,-7.73,Open Play,Left,1,0,Low,Missed
72,31,6.24,3.99,Open Play,Left,1,0,Medium,Missed
93,49,6.48,10.47,Open Play,Head,4,1,Medium,Missed
40,22,25.69,6.98,Open Play,Right,2,1,Low,Missed
64,56,22.94,-6.98,Open Play,Right,4,1,Medium,Blocked
75,55,9.48,1.25,Open Play,Head,5,1,High,Saved
40,39,27.93,1,Open Play,Right,3,0,Low,Missed
50,21,9.98,-6.48,Open Play,Head,4,1,Medium,Saved
37,29,3.74,-6.48,Open Play,Head,2,0,Medium,Blocked
2,41,24.94,-10.23,Open Play,Left,3,0,Medium,Saved
56,11,11.97,4.24,Open Play,Head,4,1,Low,Missed
90,40,4.99,10.47,Open Play,Head,5,2,High,Missed
24,36,23.69,-4.99,Open Play,Right,3,1,Low,Blocked
88,22,23.44,8.73,Open Play,Right,6,2,Medium,Blocked
69,59,14.46,-6.48,Open Play,Left,3,1,Medium,Missed
17,0,3.49,2.24,Open Play,Other,1,0,High,Goal
73,50,20.95,4.74,Open Play,Right,2,0,Medium,Goal
18,58,18.7,-3.49,Open Play,Left,3,0,Low,Goal
88,25,4.49,-4.49,Open Play,Head,3,0,Medium,Goal
53,47,11.97,8.73,Open Play,Right,4,2,Medium,Saved
62,19,9.48,-8.23,Open Play,Right,1,0,Medium,Goal
20,25,9.73,-10.97,Open Play,Right,1,0,Low,Missed
15,23,21.2,5.74,Open Play,Right,3,0,Low,Missed
47,6,16.71,3.99,Open Play,Right,1,0,Low,Saved
44,3,10.97,0,Penalty,Right,1,0,Low,Goal
36,22,12.22,-6.24,Open Play,Left,4,1,Medium,Missed
63,23,7.73,12.72,Open Play,Head,6,1,High,Missed
21,48,8.23,3.74,Open Play,Head,2,0,Medium,Missed
83,55,26.43,7.73,Direct freekick,Right,7,1,Low,Blocked
79,2,14.71,9.98,Open Play,Left,2,0,Low,Blocked
38,56,26.68,-3.74,Open Play,Right,3,0,Medium,Missed
54,55,9.48,2.99,Open Play,Right,2,0,Low,Blocked
65,57,20.2,10.23,Open Play,Left,2,0,Low,Saved
90,57,9.73,1.75,Open Play,Head,1,0,Medium,Saved
32,3,18.7,0.25,Open Play,Left,6,2,Low,Blocked
77,16,24.94,-12.22,Open Play,Left,3,0,Medium,Saved
90,36,19.95,3.74,Open Play,Left,3,0,Medium,Blocked
66,51,7.73,-5.49,Open Play,Head,3,1,Low,Saved
56,2,13.72,4.99,Open Play,Right,3,0,Low,Missed
61,4,24.44,-12.97,Open Play,Left,3,0,Medium,Saved
50,6,25.19,-3.74,Open Play,Left,3,1,Low,Saved
6,8,28.93,3.24,Open Play,Right,2,0,Low,Missed
93,5,9.73,-3.24,Open Play,Right,0,0,Low,Goal
27,59,5.99,5.99,Open Play,Head,2,0,Medium,Goal
13,43,7.73,1,Open Play,Head,1,0,Medium,Goal
92,9,26.68,6.24,Open Play,Right,3,0,Low,Missed
22,15,25.94,10.72,Open Play,Right,3,1,Low,Saved
66,18,20.2,-6.98,Open Play,Right,2,0,Low,Blocked
52,3,17.96,-4.49,Open Play,Right,4,0,Medium,Blocked
24,10,4.99,-1.5,Open Play,Head,3,0,Low,Missed
90,10,7.73,-4.24,Open Play,Head,3,1,Medium,Missed
87,43,5.49,7.73,Open Play,Head,2,0,Medium,Saved
9,36,24.19,-1.25,Open Play,Right,7,4,Medium,Missed
15,48,18.21,2,Open Play,Left,2,0,Medium,Saved
32,49,22.69,-5.99,Open Play,Left,2,0,Medium,Saved
11,58,20.45,-1.5,Open Play,Left,3,1,Medium,Saved
55,30,13.72,-10.72,Open Play,Right,2,0,Medium,Saved
11,43,23.94,1.5,Open Play,Left,3,0,Medium,Missed
49,14,25.94,13.97,Open Play,Right,3,1,Medium,Saved
87,50,12.22,1.25,Open Play,Right,4,1,Low,Blocked
46,59,3.24,-5.49,Open Play,Head,2,0,High,Missed
51,11,8.23,-4.74,Open Play,Head,3,0,Medium,Missed
88,23,18.21,-2.74,Open Play,Left,2,0,Medium,Missed
76,13,20.45,-1,Direct freekick,Right,3,0,Low,GoalFrame
27,14,7.48,-4.49,Open Play,Head,1,1,Medium,Missed
35,16,6.98,-4.74,Open Play,Left,3,0,Low,GoalFrame
66,22,27.18,-10.72,Open Play,Right,3,0,Low,Saved
6,38,24.44,16.46,Open Play,Right,2,0,Medium,Saved
80,58,7.98,1,Open Play,Head,3,1,Medium,Missed
33,3,25.44,-0.5,Direct freekick,Left,5,1,Low,Saved
66,47,4.49,-4.49,Open Play,Head,2,0,High,Saved
45,4,6.98,2,Open Play,Head,1,0,Medium,Missed
45,46,23.69,11.97,Open Play,Right,2,0,Medium,Missed
10,17,14.46,7.98,Open Play,Left,3,1,Low,Missed
73,53,18.7,-8.23,Open Play,Right,3,1,Low,Blocked
75,5,7.23,-2.24,Open Play,Right,3,0,Medium,Missed
30,30,19.2,-17.71,Open Play,Right,2,0,Medium,Blocked
69,51,23.69,-4.99,Open Play,Left,3,0,High,Blocked
51,36,25.94,10.23,Open Play,Left,2,0,Medium,Missed
93,11,22.44,-6.24,Open Play,Right,4,1,Low,Blocked
51,26,9.23,4.24,Open Play,Left,3,0,Medium,Blocked
73,57,2.24,0.25,Open Play,Right,0,0,High,Goal
31,14,28.18,1,Direct freekick,Right,7,1,Low,Missed
34,20,25.69,-3.49,Open Play,Right,3,0,Medium,Saved
68,2,22.44,-5.49,Open Play,Left,6,1,Low,GoalFrame
18,28,17.71,-10.72,Open Play,Left,2,0,Low,Blocked
35,58,11.72,-10.23,Open Play,Right,2,0,Medium,Missed
38,53,7.73,29.93,Direct freekick,Right,3,0,Low,Saved
38,45,9.48,-1.25,Open Play,Head,5,1,Medium,Missed
0,39,13.22,8.98,Open Play,Left,1,0,Medium,Saved
46,37,22.69,-4.74,Direct freekick,Left,8,2,Low,Blocked
42,25,21.45,-9.98,Open Play,Right,5,1,Medium,Missed
34,40,10.97,13.97,Open Play,Left,2,0,Medium,Saved
16,8,12.97,-11.72,Open Play,Right,2,0,High,Blocked
77,43,25.44,0.5,Open Play,Right,2,0,Low,Saved
38,5,10.97,-8.48,Open Play,Left,3,0,Medium,Missed
62,9,4.99,-5.99,Open Play,Left,2,1,Medium,Blocked
4,30,4.49,-11.47,Open Play,Left,2,0,Low,Blocked
89,12,7.98,4.74,Open Play,Left,2,0,Low,Missed
41,29,7.73,1,Open Play,Left,4,1,Medium,Blocked
7,9,9.48,10.72,Open Play,Head,2,0,Medium,Missed
46,26,22.44,-4.99,Direct freekick,Left,2,0,Low,Missed
84,49,12.47,-13.97,Open Play,Right,2,0,High,Blocked
90,10,6.73,5.49,Open Play,Head,2,0,High,Saved
5,27,9.23,7.23,Open Play,Left,3,0,High,Missed
40,51,5.49,4.49,Open Play,Right,2,0,Medium,Blocked
32,32,22.2,11.47,Open Play,Right,3,0,Medium,Blocked
51,25,8.48,18.45,Open Play,Left,4,1,Medium,Saved
23,30,23.69,0.75,Open Play,Right,3,0,High,Missed
17,10,10.47,-8.23,Open Play,Right,1,0,Low,Saved
68,24,24.94,-8.73,Open Play,Right,2,0,Medium,Missed
79,27,23.69,-4.99,Open Play,Right,4,0,Low,Blocked
37,8,8.48,3.49,Open Play,Head,4,2,Medium,Blocked
68,2,13.22,-1,Open Play,Right,2,0,Medium,GoalFrame
61,2,14.22,2.24,Open Play,Left,2,0,Low,Saved
56,24,8.23,10.97,Open Play,Left,1,0,Low,Saved
13,37,10.97,2.99,Open Play,Head,1,0,Low,Saved
90,57,4.24,-5.24,Open Play,Head,2,0,Medium,Missed
72,38,20.7,8.48,Direct freekick,Right,7,2,Low,Goal
73,49,6.24,-0.75,Open Play,Head,1,0,Medium,Goal
86,24,24.69,2.99,Open Play,Left,1,0,Medium,Goal
16,44,21.95,-15.46,Open Play,Right,3,1,Medium,Goal
22,38,12.72,-1.5,Open Play,Right,2,0,,owngoal
53,23,4.24,-8.23,Open Play,Right,2,0,Medium,Missed
31,19,6.98,-0.5,Open Play,Head,2,0,High,Missed
88,36,9.73,-12.97,Open Play,Left,3,1,Medium,Saved
90,5,21.45,-0.75,Open Play,Other,1,0,Medium,Blocked
38,13,8.23,-5.24,Open Play,Head,2,0,Medium,Saved
32,23,6.24,-4.74,Open Play,Left,4,0,High,Blocked
88,22,14.96,13.72,Open Play,Right,4,0,Low,Blocked
66,39,17.71,-9.23,Direct freekick,Left,6,1,Low,Missed
44,56,7.73,-1.5,Open Play,Left,3,0,High,Blocked
37,58,6.73,-15.46,Open Play,Right,1,0,Medium,Missed
1,9,7.23,-1.75,Open Play,Head,2,0,High,Saved
22,46,24.19,-4.24,Open Play,Right,3,0,Low,Saved
74,45,18.45,14.71,Open Play,Right,2,0,Medium,Missed
67,6,7.98,-6.48,Open Play,Right,2,0,High,Blocked
12,37,19.7,-18.21,Open Play,Right,3,0,High,Missed
83,49,17.71,2.99,Open Play,Right,2,0,Medium,Saved
28,0,18.45,10.72,Open Play,Left,2,0,High,Blocked
90,29,18.21,-4.49,Open Play,Right,3,1,High,Missed
63,11,28.68,7.48,Open Play,Right,3,1,Low,Missed
29,9,14.71,10.97,Open Play,Left,3,0,Medium,Blocked
39,56,6.24,-12.22,Open Play,Right,1,0,Medium,Saved
18,12,27.93,5.49,Open Play,Right,4,1,High,Missed
75,45,30.67,-0.75,Open Play,Left,2,0,Medium,Saved
31,36,3.24,6.24,Open Play,Head,3,1,Low,Missed
60,57,18.95,3.49,Open Play,Left,3,0,Medium,Goal
5,8,7.23,-5.24,Open Play,Right,1,0,Low,Goal
37,7,7.48,-12.72,Open Play,Right,2,0,Medium,Goal
11,51,6.73,-4.99,Open Play,Left,3,0,Medium,Goal
87,25,13.97,-6.24,Open Play,Left,1,1,Low,Blocked
47,43,9.73,-8.48,Open Play,Left,1,0,Low,Missed
27,4,5.49,-6.24,Open Play,Head,1,1,Low,Missed
56,58,4.74,3.24,Open Play,Head,0,0,Low,Saved
54,24,20.95,-12.47,Open Play,Left,4,1,Medium,Missed
76,45,9.98,-8.23,Open Play,Left,3,1,Medium,Blocked
59,14,14.22,9.48,Open Play,Right,1,0,Low,Saved
36,2,10.97,4.49,Open Play,Left,2,0,Medium,Blocked
94,51,20.95,6.73,Open Play,Right,2,0,Medium,Saved
71,34,22.69,-2,Open Play,Right,3,1,High,Saved
34,48,11.72,-15.71,Open Play,Right,2,0,Low,Missed
14,13,25.44,-1.75,Open Play,Right,4,2,Medium,Blocked
66,21,21.95,-2.99,Open Play,Right,3,1,Medium,Saved
81,47,8.23,-1.75,Open Play,Head,2,0,High,Missed
35,52,4.99,1,Open Play,Other,2,0,Medium,Blocked
76,44,19.7,-1,Open Play,Right,3,0,Medium,Blocked
69,11,7.73,2.49,Open Play,Right,1,0,High,Saved
63,22,26.68,-9.98,Open Play,Right,2,0,Low,Blocked
71,48,9.73,0,Open Play,Left,4,0,Medium,Blocked
68,17,12.22,11.22,Open Play,Left,3,0,Medium,Missed
2,30,26.19,-1.5,Open Play,Right,4,1,Medium,Saved
63,22,7.23,11.47,Open Play,Right,1,0,Low,Saved
61,15,10.23,-11.47,Open Play,Right,2,1,Medium,Saved
13,41,17.71,-0.75,Open Play,Right,3,0,Low,Saved
79,52,24.44,-6.98,Open Play,Left,4,1,Low,Missed
15,28,1.75,1.5,Open Play,Other,1,0,Low,Blocked
56,59,13.22,-2.74,Open Play,Right,4,0,Low,Missed
62,43,15.71,-11.47,Open Play,Right,2,0,Medium,Missed
26,34,2.99,11.47,Open Play,Left,2,0,Medium,Blocked
48,59,9.23,-9.73,Open Play,Right,2,0,Medium,Missed
67,58,19.7,-8.98,Open Play,Right,3,0,Medium,Saved
39,34,22.44,-6.73,Open Play,Right,3,0,Medium,Missed
54,13,21.7,0.75,Direct freekick,Right,7,2,Low,Blocked
53,2,8.73,-5.24,Open Play,Right,2,0,High,Blocked
61,23,30.18,4.24,Open Play,Right,2,1,Medium,Missed
87,39,22.2,2,Open Play,Right,2,0,Medium,Missed
58,18,4.24,-1.75,Open Play,Right,1,0,Medium,Goal
65,59,12.22,-13.97,Open Play,Left,4,1,Medium,Missed
45,53,5.74,-15.71,Open Play,Right,1,0,Medium,Saved
33,9,9.98,-11.47,Open Play,Right,3,0,High,Missed
69,49,12.22,-0.75,Open Play,Right,3,0,High,Blocked
42,0,18.45,-8.48,Open Play,Right,3,0,Medium,Blocked
68,54,14.71,-2.24,Open Play,Right,3,0,Medium,Goal
20,46,7.23,2.74,Open Play,Left,2,0,Medium,Goal
28,41,23.19,12.72,Open Play,Right,3,0,Medium,Saved
23,6,20.95,8.73,Open Play,Right,2,0,Medium,Missed
21,26,23.19,-2.24,Direct freekick,Left,6,1,Low,Saved
20,45,8.23,7.48,Open Play,Right,4,1,High,Saved
54,27,10.97,-4.24,Open Play,Head,4,1,Medium,Missed
46,44,3.24,-4.74,Open Play,Right,3,0,High,Missed
87,38,6.48,-5.49,Open Play,Head,2,0,High,Missed
91,24,14.96,17.21,Open Play,Right,4,1,High,Saved
39,1,18.7,-0.75,Open Play,Left,4,1,High,Blocked
76,45,26.19,-4.99,Open Play,Left,5,2,Medium,Saved
52,1,24.44,-5.49,Open Play,Right,2,0,Medium,Missed
47,30,7.48,0.5,Open Play,Head,2,0,Medium,Missed
61,38,21.7,29.68,Open Play,Right,2,0,Low,Blocked
23,36,7.73,-0.75,Open Play,Head,2,0,High,Missed
61,58,10.23,2.99,Open Play,Right,1,0,Low,Saved
16,23,27.43,-16.46,Open Play,Right,2,0,Medium,Missed
34,8,26.43,-13.97,Open Play,Right,4,1,Medium,Missed
36,55,7.48,-3.99,Open Play,Head,2,0,High,Saved
93,50,7.23,-1.75,Open Play,Head,2,0,High,Saved
66,37,13.47,-9.98,Open Play,Right,2,0,Medium,Blocked
37,16,4.99,14.22,Open Play,Right,1,0,Low,Saved
68,44,13.72,-1.75,Open Play,Left,3,0,Medium,Blocked
57,9,6.24,2.99,Open Play,Head,1,0,Medium,Saved
61,5,17.46,-10.72,Open Play,Left,2,0,Medium,Blocked
93,12,12.47,7.98,Open Play,Right,3,0,High,Saved
19,15,6.73,0.75,Open Play,Head,1,0,Medium,Missed
57,4,12.72,-0.5,Open Play,Right,2,0,Low,Blocked
6,44,19.45,15.46,Open Play,Right,3,0,Medium,Blocked
44,29,7.23,12.97,Open Play,Left,1,0,Low,Saved
45,19,24.69,-21.45,Open Play,Right,2,0,Low,Saved
41,57,21.95,-6.24,Open Play,Right,4,0,Low,Blocked
32,34,3.24,9.73,Open Play,Left,2,0,Low,Blocked
64,8,7.23,-13.22,Open Play,Head,4,1,High,Blocked
71,34,7.73,-8.73,Open Play,Right,1,0,Low,Blocked
49,27,24.19,0.25,Open Play,Left,2,0,Low,Blocked
5,9,17.46,-16.46,Open Play,Right,3,0,Medium,Missed
80,4,7.73,-13.47,Open Play,Left,2,0,Medium,Blocked
1,50,24.94,-11.72,Open Play,Right,2,0,Low,Saved
65,10,24.44,-1,Open Play,Left,3,1,High,Missed
5,59,10.23,8.73,Open Play,Left,2,0,High,Blocked
44,39,7.23,3.24,Open Play,Head,1,0,High,Missed
10,58,37.66,-7.98,Open Play,Right,2,1,Medium,Saved
7,47,23.19,-8.73,Direct freekick,Right,7,2,Low,Saved
14,41,6.98,0.5,Open Play,Head,6,2,High,Blocked
38,48,9.48,-6.48,Open Play,Right,2,0,Medium,Blocked
57,43,13.22,-7.48,Open Play,Right,2,0,Low,Saved
83,7,8.48,-3.49,Open Play,Left,3,1,Medium,Saved
58,8,14.46,-5.74,Open Play,Right,4,1,Medium,Blocked
46,35,1.25,2.24,Open Play,Head,0,0,Low,Goal
19,35,9.98,-4.74,Open Play,Head,2,1,Medium,Goal
28,56,6.73,2.49,Open Play,Head,2,0,Medium,Goal
85,26,18.7,0.5,Open Play,Left,3,1,Low,Blocked
31,25,9.73,13.97,Open Play,Left,2,0,Medium,Blocked
48,59,22.69,12.22,Open Play,Right,3,0,Low,Missed
76,28,1.5,3.24,Open Play,Head,2,0,Low,Goal
45,8,11.22,13.47,Open Play,Right,3,0,High,Blocked
74,53,2.24,6.73,Open Play,Right,4,1,High,Saved
24,7,15.71,-14.22,Open Play,Left,2,0,High,Blocked
57,20,19.95,3.24,Open Play,Left,7,4,Medium,Missed
46,35,17.21,12.72,Open Play,Left,3,1,Low,Missed
90,1,15.21,-5.99,Open Play,Left,4,2,Low,Missed
0,25,17.96,13.97,Open Play,Left,4,1,High,Missed
70,43,5.49,-1.25,Open Play,Head,1,0,Low,Saved
61,57,25.44,6.73,Direct freekick,Right,2,0,Low,Missed
85,25,24.94,0.25,Open Play,Right,2,0,Low,Blocked
17,54,11.72,9.98,Open Play,Left,4,2,Low,Blocked
11,55,25.69,-13.72,Open Play,Right,5,2,Medium,Missed
79,37,29.18,-2,Open Play,Left,3,0,Medium,Saved
84,21,22.94,4.99,Open Play,Right,3,1,Medium,Missed
68,2,20.45,14.71,Direct freekick,Left,6,0,Low,GoalFrame
30,12,9.23,12.22,Open Play,Right,2,1,Low,Blocked
55,36,25.44,9.98,Open Play,Right,2,0,Medium,Saved
58,42,6.48,-3.99,Open Play,Right,1,0,Medium,Blocked
70,1,8.98,10.97,Open Play,Left,1,0,High,Saved
67,25,12.47,2.74,Open Play,Right,2,0,Medium,Saved
8,33,11.47,-1.25,Open Play,Right,2,0,Medium,Missed
85,34,13.22,-22.69,Open Play,Right,2,0,High,Missed
85,14,10.97,0,Penalty,Right,1,0,Low,Goal
18,45,13.97,-3.99,Open Play,Left,2,0,High,Blocked
55,58,17.71,19.45,Open Play,Left,3,1,Low,Saved
30,39,29.68,-0.75,Open Play,Left,6,2,Medium,Missed
80,7,24.94,-1.25,Open Play,Left,4,1,Low,Saved
54,46,26.19,1.5,Open Play,Right,3,1,Low,Missed
37,53,6.98,14.96,Open Play,Left,2,0,Medium,Missed
92,26,7.73,2.24,Open Play,Head,3,1,Medium,Missed
81,4,5.49,-2.24,Open Play,Right,1,0,Medium,Blocked
29,30,24.44,3.49,Open Play,Left,5,2,Low,Missed
1,13,25.19,5.24,Open Play,Left,2,0,Medium,Saved
74,12,6.24,-0.5,Open Play,Head,2,0,High,Missed
19,17,9.73,-4.74,Open Play,Right,1,0,Medium,Missed
70,16,14.71,12.97,Open Play,Left,2,0,Medium,Missed
31,49,11.97,-1.75,Open Play,Head,2,0,Medium,Missed
46,1,12.72,-3.24,Open Play,Left,2,0,Medium,Missed
25,59,25.19,-5.99,Open Play,Right,2,0,Medium,Missed
8,10,25.69,-2,Open Play,Right,2,0,Medium,Saved
25,3,19.95,15.96,Open Play,Right,2,1,Low,Blocked
49,0,20.7,-6.73,Open Play,Left,3,1,Medium,Missed
38,58,28.93,-1.25,Open Play,Left,2,0,Low,Blocked
86,3,19.2,9.23,Open Play,Right,2,0,Medium,GoalFrame
70,9,8.23,-2.49,Open Play,Right,2,0,High,Blocked
74,23,7.23,-2.74,Open Play,Left,3,0,High,Saved
8,48,4.99,3.74,Open Play,Head,1,0,Low,Saved
32,21,25.44,1,Open Play,Left,3,0,Medium,Missed
8,21,21.7,12.47,Open Play,Left,5,0,Medium,Missed
77,36,8.23,-2.74,Open Play,Left,1,0,Medium,Blocked
47,20,24.69,1.75,Open Play,Left,3,0,Medium,Saved
2,9,6.73,-4.99,Open Play,Head,1,0,Low,Missed
81,29,18.45,10.97,Open Play,Right,3,0,Medium,GoalFrame
3,17,18.95,12.72,Open Play,Left,2,0,Medium,Missed
35,43,13.72,-2.74,Open Play,Left,3,0,High,Blocked
70,3,23.94,8.48,Open Play,Left,3,1,Medium,Missed
54,12,10.72,-5.49,Open Play,Left,2,0,Medium,Blocked
38,32,10.47,-2,Open Play,Right,1,0,Low,Blocked
17,58,26.68,-1.25,Direct freekick,Left,7,1,Low,Missed
75,6,24.19,-17.21,Open Play,Right,2,1,Medium,Missed
86,53,12.97,12.97,Open Play,Left,2,0,Medium,Missed
80,18,20.2,8.73,Open Play,Right,3,0,High,Missed
7,51,25.69,-11.22,Direct freekick,Left,7,1,Low,Saved
63,15,2.99,3.99,Open Play,Head,2,0,Low,Saved
46,19,24.94,-8.48,Open Play,Right,2,0,Low,Missed
25,43,29.43,2,Open Play,Left,3,0,Low,Blocked
89,13,23.69,-16.46,Open Play,Left,5,2,Medium,Blocked
60,8,7.48,1.5,Open Play,Head,2,1,High,Missed
79,16,22.69,2,Open Play,Right,2,0,Low,Saved
17,8,22.44,-5.74,Open Play,Right,4,0,Low,Missed
56,49,12.47,2.99,Open Play,Left,3,0,High,Blocked
53,12,25.19,5.74,Direct freekick,Left,6,1,Low,Blocked
3,57,24.69,-9.48,Open Play,Right,2,1,Low,Missed
9,17,10.97,2.99,Open Play,Left,2,0,Low,Missed
14,9,6.73,0.75,Open Play,Right,2,0,Medium,Saved
40,2,5.99,9.73,Open Play,Left,1,0,Low,Saved
14,16,6.48,-0.75,Open Play,Right,2,0,High,Blocked
28,16,20.95,15.21,Open Play,Right,3,0,Medium,Blocked
50,36,7.73,5.99,Open Play,Head,1,0,Medium,Saved
61,37,10.47,3.74,Open Play,Left,1,0,Medium,Saved
