tm_id,player_name,birth_day,birth_month,birth_year,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season,current_club,current_club_country,market_value_euros,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,name_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,position_code,position_grouped,outfielder_goalkeeper,age,age_when_joining,years_since_joining,years_until_contract_expiry,market_value_pounds
202979,gennaro tutino,20.0,8.0,1996.0,Napoli,Italy,1996-08-20,attack - Centre-Forward,177.0,right,Italy,,IT1,2019,parma calcio 1913,italy,5000000.0,2021-08-13,2024-06-30,Obligation to buy with conditions,ssc napoli,italy,2022-06-30,M.A.R.A.T. Football Management,gennaro tutino,gennaro,tutino,g,italy,ST,Forward,Outfielder,25.0,24.0,0.0,2.0,4500000.0
203517,steven moreira,13.0,8.0,1994.0,Noisy-le-Grand,France,1994-08-13,Defender - Right-Back,180.0,right,,Cape Verde,FR1,2019,columbus crew,united states,1000000.0,2021-08-23,2021-12-31,club option 2 years,,,,VV Consulting,steven moreira,steven,moreira,s,united states,RB,Defender,Outfielder,27.0,27.0,0.0,0.0,900000.0
203617,rodri tarín,5.0,7.0,1996.0,Chiva,Spain,1996-07-05,Defender - Centre-Back,183.0,right,Spain,,ES1,2019,cd leganés,spain,1500000.0,2018-07-01,2023-06-30,both parties 2 years,,,,InterStarDeporte,rodri tarin,rodri,tarin,r,spain,CB,Defender,Outfielder,25.0,22.0,3.0,1.0,1350000.0
203778,iván lópez,23.0,8.0,1993.0,Valencia,Spain,1993-08-23,Defender - Right-Back,175.0,right,Spain,,ES1,2019,without club,,200000.0,2020-07-01,,,,,,Wasserman,ivan lopez,ivan,lopez,i,,RB,Defender,Outfielder,28.0,26.0,1.0,,180000.0
204102,xavi quintillà,23.0,8.0,1996.0,Lleida,Spain,1996-08-23,Defender - Left-Back,179.0,left,Spain,,ES1,2019,cd leganés,spain,2800000.0,2021-07-09,2023-06-30,,villarreal cf,spain,2022-06-30,Wasserman,xavi quintilla,xavi,quintilla,x,spain,LB,Defender,Outfielder,25.0,24.0,0.0,1.0,2520000.0
207771,louis thompson,19.0,12.0,1994.0,Dover,England,1994-12-19,midfield - Defensive Midfield,180.0,right,,England,GB1,2019,portsmouth fc,england,250000.0,2021-08-10,2022-06-30,club option 1 year,,,,Elite Management Agency,louis thompson,louis,thompson,l,england,CDM,Midfielder,Outfielder,26.0,26.0,0.0,0.0,225000.0
208167,dawid kownacki,14.0,3.0,1997.0,Gorzów Wielkopolski,Poland,1997-03-14,attack - Centre-Forward,186.0,right,Poland,,L1,2019,fortuna düsseldorf,germany,3000000.0,2020-01-01,2023-06-30,,,,,Kubacki Marcin,dawid kownacki,dawid,kownacki,d,germany,ST,Forward,Outfielder,24.0,22.0,1.0,1.0,2700000.0
209781,oumar niasse,18.0,4.0,1990.0,Dakar,Senegal,1990-04-18,attack - Centre-Forward,182.0,right,Senegal,,GB1,2019,without club,,1000000.0,2021-07-01,,,,,,RX BROTHERS,oumar niasse,oumar,niasse,o,,ST,Forward,Outfielder,31.0,31.0,0.0,,900000.0
210368,jimmy mclaughlin,30.0,4.0,1993.0,"Bryn Mawr, Pennsylvania",United States,1993-04-30,midfield - Central Midfield,173.0,,United States,,MLS1,2019,louisville city fc,united states,100000.0,2021-01-01,2021-11-30,,,,,Wasserman,jimmy mclaughlin,jimmy,mclaughlin,j,united states,CM,Midfielder,Outfielder,28.0,27.0,0.0,0.0,90000.0
210374,jorge corrales,20.0,5.0,1991.0,Pinar del Río,Cuba,1991-05-20,Defender - Left-Back,179.0,left,Cuba,,MLS1,2019,fc tulsa,united states,300000.0,2021-02-04,2021-11-30,,,,,AUSZONE SPORTS,jorge corrales,jorge,corrales,j,united states,LB,Defender,Outfielder,30.0,29.0,0.0,0.0,270000.0
212309,cristian penilla,2.0,5.0,1991.0,Esmeraldas,Ecuador,1991-05-02,attack - Left Winger,174.0,right,Ecuador,,MLS1,2019,deportivo cuenca,ecuador,1000000.0,2021-07-06,,,,,,IMAGESPORT,cristian penilla,cristian,penilla,c,ecuador,LW,Forward,Outfielder,30.0,30.0,0.0,,900000.0
213005,warren creavalle,14.0,8.0,1990.0,"Acworth, Georgia",United States,1990-08-14,midfield - Defensive Midfield,183.0,right,,United States,MLS1,2019,retired,,0.0,2021-01-01,,,,,,,warren creavalle,warren,creavalle,w,,CDM,Midfielder,Outfielder,31.0,30.0,0.0,,0.0
213017,raymon gaddis,13.0,1.0,1990.0,"Indianapolis, Indiana",United States,1990-01-13,Defender - Right-Back,175.0,right,United States,,MLS1,2019,retired,,0.0,2021-03-04,,,,,,Libero Sports,raymon gaddis,raymon,gaddis,r,,RB,Defender,Outfielder,31.0,31.0,0.0,,0.0
213545,brian rowe,16.0,11.0,1988.0,"Chicago, Illinois",United States,1988-11-16,Goalkeeper,185.0,,United States,,MLS1,2019,retired,,0.0,2021-05-25,,,,,,PRO FC,brian rowe,brian,rowe,b,,GK,Goalkeeper,Goalkeeper,32.0,32.0,0.0,,0.0
213614,jhon chancellor,2.0,1.0,1992.0,Puerto Ordaz,Venezuela,1992-01-02,Defender - Centre-Back,197.0,right,Venezuela,,IT1,2019,brescia calcio,italy,800000.0,2019-07-21,2022-06-30,,,,,Agencia de Futbol Venezuela,jhon chancellor,jhon,chancellor,j,italy,CB,Defender,Outfielder,29.0,27.0,2.0,0.0,720000.0
213751,sebastian schonlau,5.0,8.0,1994.0,Warburg,Germany,1994-08-05,Defender - Centre-Back,185.0,right,Germany,,L1,2019,hamburger sv,germany,1700000.0,2021-07-01,2024-06-30,,,,,Teamgeist Sportmanagement GmbH,sebastian schonlau,sebastian,schonlau,s,germany,CB,Defender,Outfielder,27.0,26.0,0.0,2.0,1530000.0
215167,marco bleve,18.0,10.0,1995.0,San Cesario di Lecce,Italy,1995-10-18,Goalkeeper,184.0,right,Italy,,IT1,2019,us lecce,italy,100000.0,2013-01-31,2023-06-30,,,,,Palomba Sportmanagement&CDR,marco bleve,marco,bleve,m,italy,GK,Goalkeeper,Goalkeeper,25.0,17.0,8.0,1.0,90000.0
215679,georges-kevin n'koudou,13.0,2.0,1995.0,Versailles,France,1995-02-13,attack - Left Winger,172.0,right,,Cameroon,GB1,2019,besiktas jk,turkey,5000000.0,2019-08-22,2023-06-30,,,,,Meïssa N'diaye,georges-kevin n'koudou,georges-kevin,n'koudou,g,turkey,LW,Forward,Outfielder,26.0,24.0,2.0,1.0,4500000.0
215765,gordon wild,16.0,10.0,1995.0,Leonberg,Germany,1995-10-16,attack - Right Winger,179.0,left,Germany,,MLS1,2019,indy eleven,united states,175000.0,2021-02-11,2021-11-30,,,,,Octagon,gordon wild,gordon,wild,g,united states,RW,Forward,Outfielder,25.0,25.0,0.0,0.0,157500.0
216426,julio tavarès,19.0,11.0,1988.0,Tarrafal de São Nicolau,Cape Verde,1988-11-19,attack - Centre-Forward,187.0,right,,France,FR1,2019,al-faisaly harmah,saudi arabia,2000000.0,2020-09-13,2022-06-30,,,,,Sport Profile,julio tavares,julio,tavares,j,saudi arabia,ST,Forward,Outfielder,32.0,31.0,0.0,0.0,1800000.0
217728,alexander szymanowski,13.0,10.0,1988.0,Buenos Aires,Argentina,1988-10-13,attack - Left Winger,174.0,left,,Spain,ES1,2019,gimnástica segoviana cf,spain,400000.0,2021-08-05,2022-06-30,,,,,RR-Soccer Management Agency,alexander szymanowski,alexander,szymanowski,a,spain,LW,Forward,Outfielder,32.0,32.0,0.0,0.0,360000.0
218011,florian kath,21.0,10.0,1994.0,Balingen,Germany,1994-10-21,attack - Left Winger,186.0,left,Germany,,L1,2019,1.fc magdeburg,germany,250000.0,2021-07-01,2022-06-30,performance option,,,,Haspel Sportconsulting,florian kath,florian,kath,f,germany,LW,Forward,Outfielder,26.0,26.0,0.0,0.0,225000.0
218306,césar falletti,2.0,12.0,1992.0,Artigas,Uruguay,1992-12-02,midfield - Attacking Midfield,173.0,right,,Italy,IT1,2019,ternana calcio,italy,1700000.0,2020-09-14,2023-06-30,Obligation to buy with conditions,bologna fc 1909,italy,2022-06-30,Paco Casal,cesar falletti,cesar,falletti,c,italy,CAM,Midfielder,Outfielder,28.0,27.0,0.0,1.0,1530000.0
220521,miguel ibarra,15.0,3.0,1990.0,"New York City, New York",United States,1990-03-15,midfield - Right Midfield,173.0,,,Mexico,MLS1,2019,san diego loyal sc,united states,400000.0,2021-05-29,2021-11-30,,,,,PROSPORT Management,miguel ibarra,miguel,ibarra,m,united states,RM,Midfielder,Outfielder,31.0,31.0,0.0,0.0,360000.0
221855,david accam,28.0,9.0,1990.0,Accra,Ghana,1990-09-28,attack - Right Winger,174.0,right,Ghana,,MLS1,2019,hammarby if,sweden,400000.0,2021-01-28,2021-12-31,Option for a further year,nashville sc,united states,,Wonder Sports,david accam,david,accam,d,sweden,RW,Forward,Outfielder,30.0,30.0,0.0,0.0,360000.0
222024,nathan thomas,27.0,9.0,1994.0,Barwick,England,1994-09-27,attack - Left Winger,178.0,left,England,,GB1,2019,without club,,200000.0,2021-07-01,,,,,,Deluxe Sports Group,nathan thomas,nathan,thomas,n,,LW,Forward,Outfielder,26.0,26.0,0.0,,180000.0
222223,marko jankovic,9.0,7.0,1995.0,Cetinje,Yugoslavia (Republic),1995-07-09,attack - Right Winger,172.0,left,,Serbia,IT1,2019,beitar jerusalem,israel,500000.0,2021-02-03,2023-06-30,,,,,GOLDENGOALMNE,marko jankovic,marko,jankovic,m,israel,RW,Forward,Outfielder,26.0,25.0,0.0,1.0,450000.0
222571,ramiro guerra,21.0,3.0,1997.0,Montevideo,Uruguay,1997-03-21,midfield - Central Midfield,183.0,right,,Spain,ES1,2019,villarreal cf b,spain,200000.0,2015-07-01,2022-06-30,,,,,Wasserman,ramiro guerra,ramiro,guerra,r,spain,CM,Midfielder,Outfielder,24.0,18.0,6.0,0.0,180000.0
223572,kai pröger,15.0,5.0,1992.0,Wilhelmshaven,Germany,1992-05-15,attack - Right Winger,177.0,right,Germany,,L1,2019,sc paderborn 07,germany,800000.0,2019-01-14,2022-06-30,,,,,teamplayer Sportmanagement,kai proger,kai,proger,k,germany,RW,Forward,Outfielder,29.0,26.0,2.0,0.0,720000.0
224513,lars dietz,7.0,1.0,1997.0,Soest,Germany,1997-01-07,Defender - Centre-Back,190.0,right,Germany,,L1,2019,würzburger kickers,germany,300000.0,2020-10-05,2023-06-30,,,,,T21plus,lars dietz,lars,dietz,l,germany,CB,Defender,Outfielder,24.0,23.0,0.0,1.0,270000.0
226025,luca mazzitelli,15.0,11.0,1995.0,Roma,Italy,1995-11-15,midfield - Central Midfield,184.0,right,Italy,,IT1,2019,ac monza,italy,2800000.0,2021-07-09,2025-06-30,,,,,GG11 s.r.l.,luca mazzitelli,luca,mazzitelli,l,italy,CM,Midfielder,Outfielder,25.0,25.0,0.0,3.0,2520000.0
226219,sean raggett,25.0,1.0,1994.0,Gillingham,England,1994-01-25,Defender - Centre-Back,196.0,right,England,,GB1,2019,portsmouth fc,england,250000.0,2020-08-03,2022-06-30,,,,,Elite Management Agency,sean raggett,sean,raggett,s,england,CB,Defender,Outfielder,27.0,26.0,1.0,0.0,225000.0
227085,jonas hofmann,7.0,2.0,1997.0,Bamberg,Germany,1997-02-07,Defender - Right-Back,174.0,right,Germany,,L1,2019,fc energie cottbus,germany,125000.0,2020-10-05,2022-06-30,,,,,DLT Sports Group,jonas hofmann,jonas,hofmann,j,germany,RB,Defender,Outfielder,24.0,23.0,0.0,0.0,112500.0
227102,fabian reese,29.0,11.0,1997.0,Kiel,Germany,1997-11-29,attack - Right Winger,187.0,right,Germany,,L1,2019,holstein kiel,germany,1000000.0,2020-01-03,2023-06-30,,,,,ROGON,fabian reese,fabian,reese,f,germany,RW,Forward,Outfielder,23.0,22.0,1.0,1.0,900000.0
228498,mike azira,22.0,8.0,1987.0,Kampala,Uganda,1987-08-22,midfield - Defensive Midfield,178.0,,Uganda,,MLS1,2019,new mexico united,united states,150000.0,2021-02-01,2021-11-30,,,,,Beswicks Sports Ltd,mike azira,mike,azira,m,united states,CDM,Midfielder,Outfielder,34.0,33.0,0.0,0.0,135000.0
230166,haitam aleesami,31.0,7.0,1991.0,Oslo,Norway,1991-07-31,Defender - Left-Back,183.0,left,Norway,,FR1,2019,apollon limassol,cyprus,1200000.0,2021-08-16,2023-05-31,,,,,Keypass AS,haitam aleesami,haitam,aleesami,h,cyprus,LB,Defender,Outfielder,30.0,30.0,0.0,1.0,1080000.0
232854,abdallah ndour,20.0,12.0,1993.0,Rufisque,Senegal,1993-12-20,Defender - Left-Back,186.0,left,Senegal,,FR1,2019,fc sochaux-montbéliard,france,600000.0,2020-07-01,2023-06-30,,,,,Wasserman,abdallah ndour,abdallah,ndour,a,france,LB,Defender,Outfielder,27.0,26.0,1.0,1.0,540000.0
232859,cristian benavente,19.0,5.0,1994.0,Alcalá de Henares,Spain,1994-05-19,midfield - Attacking Midfield,175.0,left,,Spain,FR1,2019,pyramids fc,egypt,1500000.0,2019-01-22,2022-06-30,,,,,Wasserman,cristian benavente,cristian,benavente,c,egypt,CAM,Midfielder,Outfielder,27.0,24.0,2.0,0.0,1350000.0
234193,birger verstraete,16.0,4.0,1994.0,Oostende,Belgium,1994-04-16,midfield - Defensive Midfield,175.0,right,Belgium,,L1,2019,royal antwerp fc,belgium,2500000.0,2021-07-01,2024-06-30,,,,,SportPlus Football Management,birger verstraete,birger,verstraete,b,belgium,CDM,Midfielder,Outfielder,27.0,27.0,0.0,2.0,2250000.0
235413,jaromir zmrhal,2.0,8.0,1993.0,Žatec,Czech Republic,1993-08-02,midfield - Left Midfield,189.0,left,Czech Republic,,IT1,2019,slovan bratislava,slovakia,1600000.0,2021-07-01,2023-06-30,,,,,K2K Sports Entertainment Group,jaromir zmrhal,jaromir,zmrhal,j,slovakia,LM,Midfielder,Outfielder,28.0,27.0,0.0,1.0,1440000.0
236041,alexis blin,16.0,9.0,1996.0,Le Mans,France,1996-09-16,midfield - Defensive Midfield,184.0,right,France,,FR1,2019,us lecce,italy,2500000.0,2021-07-01,2025-06-30,,,,,Kemari,alexis blin,alexis,blin,a,italy,CDM,Midfielder,Outfielder,24.0,24.0,0.0,3.0,2250000.0
236590,christian ramirez,4.0,4.0,1991.0,"Garden Grove, California",United States,1991-04-04,attack - Centre-Forward,188.0,right,,Colombia,MLS1,2019,aberdeen fc,scotland,1000000.0,2021-07-01,2023-05-31,,,,,PROSPORT Management,christian ramirez,christian,ramirez,c,scotland,ST,Forward,Outfielder,30.0,30.0,0.0,1.0,900000.0
236792,ben lundt,24.0,9.0,1995.0,Berlin,Germany,1995-09-24,Goalkeeper,198.0,right,Germany,,MLS1,2019,fc cincinnati,united states,200000.0,2019-01-11,2021-12-31,,,,,ICM Stellar Sports,ben lundt,ben,lundt,b,united states,GK,Goalkeeper,Goalkeeper,25.0,23.0,2.0,0.0,180000.0
236995,marcel langer,16.0,2.0,1997.0,Stadthagen,Germany,1997-02-16,midfield - Defensive Midfield,182.0,right,Germany,,L1,2019,hsc hannover,germany,25000.0,2021-07-30,2022-06-30,,,,,no agent,marcel langer,marcel,langer,m,germany,CDM,Midfielder,Outfielder,24.0,24.0,0.0,0.0,22500.0
237162,matthias bader,17.0,6.0,1997.0,Pforzheim,Germany,1997-06-17,Defender - Right-Back,176.0,right,Germany,,L1,2019,sv darmstadt 98,germany,550000.0,2020-01-31,2022-06-30,,,,,Sports360 GmbH,matthias bader,matthias,bader,m,germany,RB,Defender,Outfielder,24.0,22.0,1.0,0.0,495000.0
237244,marco rente,25.0,2.0,1997.0,Siegen,Germany,1997-02-25,Defender - Centre-Back,184.0,right,Germany,,L1,2019,heracles almelo,netherlands,550000.0,2020-08-03,2023-06-30,club option 1 year,,,,Günter Kutowski,marco rente,marco,rente,m,netherlands,CB,Defender,Outfielder,24.0,23.0,1.0,1.0,495000.0
238032,andrés prieto,17.0,10.0,1993.0,Alicante,Spain,1993-10-17,Goalkeeper,194.0,right,Spain,,ES1,2019,dinamo tbilisi,georgia,200000.0,2021-08-10,2023-12-31,,,,,,andres prieto,andres,prieto,a,georgia,GK,Goalkeeper,Goalkeeper,27.0,27.0,0.0,2.0,180000.0
238486,filip bradaric,11.0,1.0,1992.0,Split,Croatia,1992-01-11,midfield - Defensive Midfield,186.0,right,Croatia,,ES1,2019,al-ahli jeddah,saudi arabia,2700000.0,2021-07-01,2023-06-30,club option 1 year,,,,Relatives,filip bradaric,filip,bradaric,f,saudi arabia,CDM,Midfielder,Outfielder,29.0,29.0,0.0,1.0,2430000.0
238630,quentin cornette,17.0,1.0,1994.0,La Ciotat,France,1994-01-17,attack - Right Winger,172.0,right,France,,FR1,2019,ac le havre,france,500000.0,2020-07-01,2022-06-30,,,,,USM GROUP,quentin cornette,quentin,cornette,q,france,RW,Forward,Outfielder,27.0,26.0,1.0,0.0,450000.0
238635,julien fabri,5.0,2.0,1994.0,Marseille,France,1994-02-05,Goalkeeper,184.0,right,France,,FR1,2019,without club,,350000.0,2021-07-01,,,,,,FS Management,julien fabri,julien,fabri,j,,GK,Goalkeeper,Goalkeeper,27.0,27.0,0.0,,315000.0
238716,théo pellenard,4.0,3.0,1994.0,Lille,France,1994-03-04,Defender - Left-Back,182.0,left,France,,FR1,2019,aj auxerre,france,700000.0,2021-07-01,,,,,,no agent,theo pellenard,theo,pellenard,t,france,LB,Defender,Outfielder,27.0,27.0,0.0,,630000.0
239972,jonas carls,25.0,3.0,1997.0,Haan,Germany,1997-03-25,Defender - Left-Back,179.0,left,Germany,,L1,2019,sc paderborn 07,germany,300000.0,2021-07-01,2023-06-30,,,,,LEADERBROCK,jonas carls,jonas,carls,j,germany,LB,Defender,Outfielder,24.0,24.0,0.0,1.0,270000.0
240158,francesco vicari,3.0,8.0,1994.0,Roma,Italy,1994-08-03,Defender - Centre-Back,190.0,right,Italy,,IT1,2019,spal,italy,3200000.0,2016-08-11,2022-06-30,both parties 1 year,,,,CT10 management Srl,francesco vicari,francesco,vicari,f,italy,CB,Defender,Outfielder,27.0,22.0,5.0,0.0,2880000.0
240408,samúel fridjónsson,22.0,2.0,1996.0,Reykjanesbær,Iceland,1996-02-22,midfield - Defensive Midfield,186.0,right,Iceland,,L1,2019,viking stavanger,norway,300000.0,2020-10-05,2022-12-31,,,,,Olafur Gardarsson,samuel fridjonsson,samuel,fridjonsson,s,norway,CDM,Midfielder,Outfielder,25.0,24.0,0.0,1.0,270000.0
240415,leonardo morosini,13.0,10.0,1995.0,Ponte San Pietro,Italy,1995-10-13,midfield - Attacking Midfield,175.0,right,Italy,,IT1,2019,virtus entella,italy,400000.0,2020-10-01,2023-06-30,,,,,Vigo Global Sport Services Srl,leonardo morosini,leonardo,morosini,l,italy,CAM,Midfielder,Outfielder,25.0,24.0,0.0,1.0,360000.0
240892,bongani zungu,9.0,10.0,1992.0,"Duduza, Gauteng",South Africa,1992-10-09,midfield - Central Midfield,184.0,right,South Africa,,FR1,2019,amiens sc,france,1000000.0,2017-08-31,2022-06-30,,,,,ESN,bongani zungu,bongani,zungu,b,france,CM,Midfielder,Outfielder,28.0,24.0,4.0,0.0,900000.0
242078,ales mateju,3.0,6.0,1996.0,Příbram,Czech Republic,1996-06-03,Defender - Right-Back,185.0,right,Czech Republic,,IT1,2019,brescia calcio,italy,1000000.0,2019-07-01,2022-06-30,club option 1 year,,,,Nehoda Sport,ales mateju,ales,mateju,a,italy,RB,Defender,Outfielder,25.0,23.0,2.0,0.0,900000.0
242301,miquel parera,18.0,5.0,1996.0,Manacor,Spain,1996-05-18,Goalkeeper,182.0,right,Spain,,ES1,2019,racing santander,spain,200000.0,2021-07-01,2022-06-30,,,,,LIAN Sports Group,miquel parera,miquel,parera,m,spain,GK,Goalkeeper,Goalkeeper,25.0,25.0,0.0,0.0,180000.0
242320,justin dhillon,6.0,6.0,1995.0,"Rancho Santa Margarita, California",United States,1995-06-06,attack - Centre-Forward,193.0,,United States,,MLS1,2019,san antonio fc,united states,200000.0,2021-01-15,2021-11-30,,,,,"Jordie Isen, Football Agent",justin dhillon,justin,dhillon,j,united states,ST,Forward,Outfielder,26.0,25.0,0.0,0.0,180000.0
242638,efthymios koulouris,6.0,3.0,1996.0,Skydra,Greece,1996-03-06,attack - Centre-Forward,186.0,right,Greece,,FR1,2019,atromitos athen,greece,1200000.0,2021-07-01,2023-06-30,,,,,,efthymios koulouris,efthymios,koulouris,e,greece,ST,Forward,Outfielder,25.0,25.0,0.0,1.0,1080000.0
242813,filip jagiello,8.0,8.0,1997.0,Lubin,Poland,1997-08-08,midfield - Central Midfield,180.0,both,Poland,,IT1,2019,brescia calcio,italy,2300000.0,2020-10-05,2023-06-30,Obligation to buy with conditions,genoa cfc,italy,2022-06-30,Fabryka Futbolu,filip jagiello,filip,jagiello,f,italy,CM,Midfielder,Outfielder,24.0,23.0,0.0,1.0,2070000.0
243239,nikolas spalek,12.0,2.0,1997.0,Šaľa,Slovakia,1997-02-12,midfield - Attacking Midfield,171.0,right,Slovakia,,IT1,2019,brescia calcio,italy,1500000.0,2018-01-22,2022-06-30,,,,,SEG,nikolas spalek,nikolas,spalek,n,italy,CAM,Midfielder,Outfielder,24.0,20.0,3.0,0.0,1350000.0
243633,aaron tshibola,2.0,1.0,1995.0,London,England,1995-01-02,midfield - Central Midfield,190.0,right,,England,GB1,2019,genclerbirligi ankara,turkey,400000.0,2021-07-09,2023-06-30,,,,,Coda Independent Sports,aaron tshibola,aaron,tshibola,a,turkey,CM,Midfielder,Outfielder,26.0,26.0,0.0,1.0,360000.0
244945,jannick theißen,7.0,1.0,1998.0,Aachen,Germany,1998-01-07,Goalkeeper,,right,Germany,,L1,2019,sv babelsberg 03,germany,100000.0,2021-07-15,2023-06-30,,,,,DC International Sports,jannick theien,jannick,theien,j,germany,GK,Goalkeeper,Goalkeeper,23.0,23.0,0.0,1.0,90000.0
245048,vasyl kravets,20.0,8.0,1997.0,Lviv,Ukraine,1997-08-20,Defender - Left-Back,185.0,left,Ukraine,,ES1,2019,sporting gijón,spain,800000.0,2021-07-13,2023-06-30,,cd leganés,spain,2022-06-30,no agent,vasyl kravets,vasyl,kravets,v,spain,LB,Defender,Outfielder,24.0,23.0,0.0,1.0,720000.0
246579,bartosz kapustka,23.0,12.0,1996.0,Tarnów,Poland,1996-12-23,midfield - Attacking Midfield,179.0,right,Poland,,GB1,2019,legia warszawa,poland,1500000.0,2020-08-13,2022-06-30,Option for a further year,,,,BMG-SPORT,bartosz kapustka,bartosz,kapustka,b,poland,CAM,Midfielder,Outfielder,24.0,23.0,1.0,0.0,1350000.0
246963,carlton morris,16.0,12.0,1995.0,Cambridge,England,1995-12-16,attack - Centre-Forward,185.0,,England,,GB1,2019,barnsley fc,england,1200000.0,2021-01-06,2023-06-30,Option for a further year,,,,ICM Stellar Sports,carlton morris,carlton,morris,c,england,ST,Forward,Outfielder,25.0,25.0,0.0,1.0,1080000.0
247459,chadrac akolo,1.0,4.0,1995.0,Kinshasa,Zaire,1995-04-01,attack - Right Winger,172.0,right,DR Congo,,FR1,2019,amiens sc,france,800000.0,2020-07-01,2023-06-30,,,,,Gold Kick SA,chadrac akolo,chadrac,akolo,c,france,RW,Forward,Outfielder,26.0,25.0,1.0,1.0,720000.0
249089,lewis cook,3.0,2.0,1997.0,York,England,1997-02-03,midfield - Central Midfield,175.0,right,England,,GB1,2019,afc bournemouth,england,9000000.0,2016-07-08,2022-06-30,,,,,ICM Stellar Sports,lewis cook,lewis,cook,l,england,CM,Midfielder,Outfielder,24.0,19.0,5.0,0.0,8100000.0
249356,jack stacey,6.0,4.0,1996.0,Ascot,England,1996-04-06,Defender - Right-Back,180.0,right,England,,GB1,2019,afc bournemouth,england,2800000.0,2019-07-08,2023-06-30,,,,,Unique Sports Management,jack stacey,jack,stacey,j,england,RB,Defender,Outfielder,25.0,23.0,2.0,1.0,2520000.0
249636,gautier lloris,18.0,7.0,1995.0,Nizza,France,1995-07-18,Defender - Centre-Back,191.0,left,France,,FR1,2019,aj auxerre,france,500000.0,2020-07-01,2022-06-30,,,,,SAS ASSIST & GOAL,gautier lloris,gautier,lloris,g,france,CB,Defender,Outfielder,26.0,24.0,1.0,0.0,450000.0
250431,jamie sterry,21.0,11.0,1995.0,Newcastle,England,1995-11-21,Defender - Right-Back,180.0,right,,Italy,GB1,2019,hartlepool united,england,75000.0,2020-12-21,2023-06-30,,,,,,jamie sterry,jamie,sterry,j,england,RB,Defender,Outfielder,25.0,25.0,0.0,1.0,67500.0
251676,rifet kapic,3.0,7.0,1995.0,Cazin,Bosnia-Herzegovina,1995-07-03,midfield - Central Midfield,181.0,left,Bosnia-Herzegovina,,L1,2019,without club,,450000.0,2021-07-01,,,,,,ToKu Sports,rifet kapic,rifet,kapic,r,,CM,Midfielder,Outfielder,26.0,26.0,0.0,,405000.0
251860,javi jiménez,11.0,3.0,1997.0,Aldaia,Spain,1997-03-11,Defender - Centre-Back,182.0,,Spain,,ES1,2019,albacete balompié,spain,200000.0,2021-07-01,2023-06-30,,,,,InterStarDeporte,javi jimenez,javi,jimenez,j,spain,CB,Defender,Outfielder,24.0,24.0,0.0,1.0,180000.0
251880,antonio montoro,10.0,5.0,1997.0,Getafe,Spain,1997-05-10,Defender - Centre-Back,182.0,right,Spain,,ES1,2019,dux internacional de madrid,spain,250000.0,2021-08-12,2022-06-30,,,,,ICM Stellar Sports,antonio montoro,antonio,montoro,a,spain,CB,Defender,Outfielder,24.0,24.0,0.0,0.0,225000.0
251888,mario rodríguez,3.0,3.0,1997.0,Barcelona,Spain,1997-03-03,attack - Left Winger,180.0,,Spain,,ES1,2019,warta poznan,poland,250000.0,2020-09-15,2022-06-30,,,,,EMG Mundial,mario rodriguez,mario,rodriguez,m,poland,LW,Forward,Outfielder,24.0,23.0,0.0,0.0,225000.0
251892,juan soriano,23.0,8.0,1997.0,Benacazón,Spain,1997-08-23,Goalkeeper,185.0,,Spain,,ES1,2019,cd tenerife,spain,1000000.0,2021-07-01,2024-06-30,,,,,RR-Soccer Management Agency,juan soriano,juan,soriano,j,spain,GK,Goalkeeper,Goalkeeper,24.0,23.0,0.0,2.0,900000.0
252062,sam johnson,6.0,5.0,1993.0,Monrovia,Liberia,1993-05-06,attack - Centre-Forward,180.0,right,Liberia,,MLS1,2019,mjällby aif,sweden,650000.0,2021-08-04,2022-12-31,,,,,Fortitude Player Management,sam johnson,sam,johnson,s,sweden,ST,Forward,Outfielder,28.0,28.0,0.0,1.0,585000.0
252641,pione sisto,4.0,2.0,1995.0,Kampala,Uganda,1995-02-04,attack - Left Winger,172.0,right,,Southern Sudan,ES1,2019,fc midtjylland,denmark,4500000.0,2020-09-05,2024-06-30,,,,,Relatives,pione sisto,pione,sisto,p,denmark,LW,Forward,Outfielder,26.0,25.0,0.0,2.0,4050000.0
252755,richairo zivkovic,5.0,9.0,1996.0,Assen,Netherlands,1996-09-05,attack - Centre-Forward,187.0,right,,Serbia,GB1,2019,without club,,500000.0,2021-08-20,,,,,,PUM,richairo zivkovic,richairo,zivkovic,r,,ST,Forward,Outfielder,24.0,24.0,0.0,,450000.0
254934,jamilu collins,5.0,8.0,1994.0,Kaduna,Nigeria,1994-08-05,Defender - Left-Back,183.0,left,Nigeria,,L1,2019,sc paderborn 07,germany,1300000.0,2017-09-06,2022-06-30,,,,,KP Sport Marketing GmbH,jamilu collins,jamilu,collins,j,germany,LB,Defender,Outfielder,27.0,23.0,3.0,0.0,1170000.0
