Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles.Tkl,Tackles.TklW,Tackles.Def 3rd,Tackles.Mid 3rd,Tackles.Att 3rd,Vs Dribbles.Tkl,Vs Dribbles.Att,Vs Dribbles.Tkl%,Vs Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures.%,Pressures.Def 3rd,Pressures.Mid 3rd,Pressures.Att 3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Clr,Err
407,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,2.6,1.92,0.77,1.92,0.00,0.00,0.77,2.31,33.3,1.54,12.3,1.54,12.5,6.54,5.00,0.77,0.77,0.00,0.00,0.77,0.77,5.00,0.38
408,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,18.8,1.91,1.22,1.17,0.69,0.05,0.64,1.91,33.3,1.28,18.1,4.89,27.1,9.10,6.97,2.02,1.54,0.16,0.00,1.38,0.74,1.60,0.00
409,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.6,3.33,1.67,1.67,1.67,0.00,1.67,3.33,50.0,1.67,46.7,8.33,17.9,20.0,21.7,5.00,3.33,1.67,0.00,1.67,0.00,0.00,0.00
410,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,1.8,2.22,1.11,0.56,1.11,0.56,1.11,3.89,28.6,2.78,18.9,7.22,38.2,3.89,8.89,6.11,2.78,0.56,0.00,2.22,0.56,0.00,0.00
411,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,17.3,2.37,1.39,1.45,0.69,0.23,1.10,2.43,45.2,1.33,18.4,4.74,25.7,8.61,6.94,2.89,2.66,0.29,0.06,2.37,1.16,2.77,0.00
412,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,0.91,0.91,0.91,0.00,0.00,0.91,2.73,33.3,1.82,20.0,6.36,31.8,5.45,9.09,5.45,0.91,0.00,0.00,0.91,0.91,2.73,0.00
413,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,1.61,0.60,1.01,0.54,0.06,0.60,2.38,25.0,1.79,21.8,5.36,24.5,7.02,11.0,3.81,1.25,0.12,0.00,1.13,0.30,0.95,0.00
414,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,3.17,1.66,1.52,1.45,0.21,1.24,2.62,47.4,1.38,20.6,6.34,30.9,9.93,7.86,2.76,2.55,0.28,0.00,2.28,1.24,4.07,0.00
415,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,13.1,0.76,0.76,0.15,0.61,0.00,0.15,1.76,8.7,1.60,38.1,8.85,23.2,5.19,19.4,13.5,0.99,0.31,0.00,0.69,0.46,1.22,0.00
416,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,2.6,3.85,1.92,1.92,1.92,0.00,0.38,1.54,25.0,1.15,37.7,7.31,19.4,14.6,16.2,6.92,3.08,0.38,0.00,2.69,3.08,5.77,0.00
417,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,28.0,2.18,1.36,1.43,0.71,0.04,0.86,1.57,54.5,0.71,9.04,3.61,39.9,5.68,3.18,0.18,1.43,0.64,0.07,0.79,1.25,7.04,0.04
418,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.4,12.5,10.0,7.50,5.00,0.00,2.50,7.50,33.3,5.00,50.0,22.5,45.0,10.0,22.5,17.5,0.00,0.00,0.00,0.00,0.00,2.50,0.00
419,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,11.9,1.34,0.76,0.84,0.34,0.17,0.34,1.34,25.0,1.01,13.3,3.03,22.8,7.14,3.70,2.44,2.86,0.76,0.00,2.10,1.26,3.53,0.00
420,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,29,1989,2.5,0.80,0.80,0.00,0.40,0.40,0.00,0.80,0.0,0.80,14.0,3.60,25.7,5.20,5.60,3.20,2.00,0.00,0.00,2.00,0.80,0.40,0.00
421,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
422,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,21.6,2.82,1.39,1.02,1.48,0.32,0.74,2.55,29.1,1.81,16.9,5.28,31.1,6.99,8.47,1.48,1.44,0.46,0.00,0.97,2.08,1.81,0.14
423,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,20.3,2.12,1.28,1.58,0.49,0.05,0.84,2.02,41.5,1.18,8.82,3.25,36.9,5.71,2.71,0.39,2.22,0.99,0.00,1.23,1.03,7.04,0.10
424,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,22.5,1.38,0.93,0.31,0.58,0.49,0.40,1.29,31.0,0.89,15.4,4.84,31.4,2.80,6.40,6.22,0.93,0.13,0.00,0.80,0.44,0.31,0.00
425,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,27.2,2.17,1.29,1.21,0.74,0.22,0.51,1.88,27.5,1.36,17.5,4.45,25.4,8.24,6.25,3.01,2.13,0.18,0.00,1.95,1.14,2.46,0.04
426,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,10.4,1.44,0.58,0.58,0.67,0.19,0.48,1.73,27.8,1.25,21.3,4.33,20.4,3.27,11.4,6.54,1.15,0.29,0.00,0.87,0.48,0.96,0.00
427,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,10.1,1.68,1.19,0.79,0.69,0.20,0.40,0.79,50.0,0.40,7.43,3.37,45.3,3.86,3.07,0.50,1.19,0.10,0.00,1.09,0.79,2.77,0.10
428,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,2.86,14.3,0.00,4.29,15.7,0.00,0.00,0.00,0.00,1.43,0.00,0.00
429,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,0.67,0.67,0.67,0.00,0.00,0.00,1.33,0.0,1.33,26.0,2.67,10.3,14.0,10.0,2.00,0.67,0.00,0.00,0.67,1.33,2.00,0.00
430,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,1.92,0.77,0.77,1.15,0.00,1.15,1.54,75.0,0.38,17.3,4.23,24.4,7.31,7.69,2.31,1.54,0.00,0.00,1.54,0.38,1.92,0.00
431,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,10.0,50.0,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
432,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,3.45,2.59,2.41,0.86,0.17,1.55,3.28,47.4,1.72,16.4,5.17,31.6,8.97,6.55,0.86,2.07,0.86,0.17,1.21,1.90,5.69,0.17
433,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,18.8,2.13,1.33,1.38,0.59,0.16,0.80,2.34,34.1,1.54,15.2,4.63,30.5,7.45,5.90,1.81,2.45,0.43,0.00,2.02,2.45,3.40,0.05
434,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,29.0,2.07,1.48,1.45,0.62,0.00,0.72,1.38,52.5,0.66,8.41,2.55,30.3,5.93,2.21,0.28,2.14,1.21,0.00,0.93,1.62,8.86,0.03
435,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,15.3,2.16,0.85,1.24,0.78,0.13,0.92,1.83,50.0,0.92,11.2,3.53,31.6,5.62,4.44,1.11,2.81,0.13,0.00,2.68,1.57,4.77,0.07
436,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,8.8,1.36,0.68,1.02,0.34,0.00,0.68,1.82,37.5,1.14,10.9,2.84,26.0,5.68,4.55,0.68,3.64,0.57,0.00,3.07,1.02,2.50,0.00
437,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,19.9,1.11,0.65,0.35,0.65,0.10,0.45,1.66,27.3,1.21,16.0,3.82,23.9,7.44,7.64,0.90,1.71,0.70,0.00,1.01,1.76,2.91,0.00
438,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,23.9,1.42,0.84,0.29,0.75,0.38,0.42,2.22,18.9,1.80,20.5,4.98,24.2,5.02,11.0,4.52,1.38,0.17,0.00,1.21,1.00,0.88,0.00
439,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,3.3,2.12,1.21,1.82,0.30,0.00,1.21,1.82,66.7,0.61,17.3,4.85,28.1,10.0,5.76,1.52,3.03,0.61,0.00,2.42,0.91,5.15,0.00
440,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,1.70,0.80,1.31,0.40,0.00,0.68,1.02,66.7,0.34,7.84,2.56,32.6,5.57,1.99,0.28,1.87,0.85,0.00,1.02,1.31,7.84,0.00
441,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14.4,2.08,1.04,1.32,0.69,0.07,0.49,0.90,53.8,0.42,10.3,3.33,32.2,5.69,4.44,0.21,2.01,0.63,0.00,1.39,1.39,6.46,0.14
442,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,15.2,2.37,1.58,1.12,0.99,0.26,0.79,2.24,35.3,1.45,24.5,6.25,25.5,9.41,12.2,2.96,1.71,0.53,0.00,1.18,1.84,1.84,0.07
443,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,35.0,5.50,15.7,8.00,20.5,6.50,1.50,0.00,0.00,1.50,0.00,0.50,0.00
444,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,3.2,0.63,0.00,0.00,0.00,0.63,0.00,0.63,0.0,0.63,16.9,5.00,29.6,0.31,6.56,10.0,0.63,0.31,0.00,0.31,0.00,0.31,0.00
445,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,8.8,2.05,1.02,1.02,0.68,0.34,0.68,2.05,33.3,1.36,22.3,4.77,21.4,8.30,9.66,4.32,1.48,0.00,0.00,1.48,1.14,0.57,0.00
446,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,23,1996,23.0,1.65,0.96,0.61,0.52,0.52,0.43,1.00,43.5,0.57,15.0,3.83,25.6,3.65,7.26,4.04,1.13,0.17,0.00,0.96,0.74,0.91,0.00
447,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
448,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,14.7,1.97,1.22,1.02,0.61,0.34,0.34,1.70,20.0,1.36,24.0,6.19,25.8,7.69,10.5,5.78,2.11,0.07,0.00,2.04,1.16,0.95,0.00
449,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,16.0,1.38,0.69,0.63,0.63,0.13,0.44,1.88,23.3,1.44,17.5,4.75,27.1,2.63,8.25,6.63,1.19,0.00,0.00,1.19,0.38,0.25,0.00
450,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,11.4,4.04,2.54,2.28,1.32,0.44,1.58,5.26,30.0,3.68,32.7,9.12,27.9,14.7,16.5,1.49,1.58,0.53,0.00,1.05,1.14,3.25,0.00
451,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,1.43,1.43,0.00,1.43,0.00,0.00,0.48,0.0,0.48,14.3,3.81,26.7,5.71,6.67,1.90,3.33,0.00,0.00,3.33,2.38,2.86,0.48
452,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,7.2,2.50,1.67,1.39,0.69,0.42,0.56,2.36,23.5,1.81,20.4,5.69,27.9,10.3,6.25,3.89,2.50,0.28,0.00,2.22,1.25,5.00,0.28
453,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,2.22,1.67,2.22,0.00,0.00,0.56,1.67,33.3,1.11,11.1,3.33,30.0,4.44,5.56,1.11,2.22,1.67,0.00,0.56,0.56,7.22,0.00
454,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,24.7,0.45,0.32,0.00,0.20,0.24,0.04,0.16,25.0,0.12,16.2,4.49,27.8,0.12,6.19,9.88,0.73,0.12,0.00,0.61,0.08,0.61,0.00
455,Indiana Vassilev\Indiana-Vassilev,us USA,FW,Aston Villa,18,2001,0.4,2.50,2.50,0.00,2.50,0.00,0.00,0.00,,0.00,42.5,17.5,41.2,0.00,15.0,27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
456,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,17.2,1.74,1.16,0.93,0.76,0.06,0.52,1.10,47.4,0.58,8.78,2.85,32.5,5.58,2.85,0.35,1.57,0.58,0.00,0.99,1.69,5.99,0.00
457,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,12.6,1.75,0.79,1.27,0.40,0.08,0.63,1.90,33.3,1.27,8.97,3.17,35.4,5.71,3.17,0.08,1.35,0.48,0.00,0.87,1.19,9.37,0.08
458,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,5.9,3.90,2.03,2.71,0.85,0.34,1.69,2.54,66.7,0.85,16.6,5.76,34.7,8.98,5.76,1.86,3.39,0.34,0.00,3.05,1.02,2.88,0.00
459,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,4.2,4.76,2.14,2.38,2.14,0.24,2.38,4.52,52.6,2.14,20.2,4.76,23.5,8.57,8.57,3.10,2.14,0.24,0.00,1.90,1.43,0.95,0.24
460,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.0,0.54,26.8,6.49,24.2,2.97,8.65,15.1,1.62,0.27,0.00,1.35,0.00,0.54,0.00
461,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,11.9,1.01,0.59,0.59,0.25,0.17,0.25,0.84,30.0,0.59,13.8,3.45,25.0,3.53,6.22,4.03,1.09,0.08,0.00,1.01,0.50,0.34,0.00
462,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,20.1,1.24,0.80,0.45,0.75,0.05,0.70,1.24,56.0,0.55,10.6,3.93,36.9,3.78,4.98,1.89,1.24,0.15,0.00,1.09,1.04,2.69,0.00
463,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,1.85,1.11,1.85,0.00,0.00,0.37,1.85,20.0,1.48,13.3,4.44,33.3,7.04,4.07,2.22,2.22,0.74,0.00,1.48,0.74,3.33,0.00
464,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,0.8,1.25,0.00,1.25,0.00,0.00,1.25,6.25,20.0,5.00,16.3,3.75,23.1,10.0,5.00,1.25,1.25,0.00,0.00,1.25,1.25,5.00,0.00
465,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,25.9,4.21,1.89,2.66,1.27,0.27,1.54,2.59,59.7,1.04,19.3,5.44,28.3,10.0,6.95,2.28,3.36,0.46,0.00,2.90,1.97,3.24,0.00
466,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,3.33,0.00,0.00,3.33,0.00,0.00,0.00,,0.00,20.0,0.00,0.0,6.67,10.0,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00
467,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,17.5,2.34,1.14,1.66,0.51,0.17,0.69,1.49,46.2,0.80,11.8,3.20,27.2,7.83,2.86,1.09,1.77,0.11,0.00,1.66,2.00,3.66,0.06
468,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,29.0,2.72,1.52,1.00,1.41,0.31,1.10,3.17,34.8,2.07,23.4,6.59,28.1,8.45,11.2,3.72,1.72,0.34,0.00,1.38,1.17,2.90,0.03
469,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,22.4,1.21,0.85,0.85,0.36,0.00,0.49,1.07,45.8,0.58,8.17,3.21,39.3,5.36,2.59,0.22,2.28,0.94,0.00,1.34,1.61,6.16,0.13
470,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,3.1,1.94,1.61,0.32,1.29,0.32,0.32,0.97,33.3,0.65,23.2,8.39,36.1,3.55,10.0,9.68,0.65,0.00,0.00,0.65,0.00,0.32,0.00
471,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,26.0,1.46,0.92,0.54,0.65,0.27,0.62,1.92,32.0,1.31,19.0,4.54,23.9,6.35,9.62,3.00,1.38,0.31,0.00,1.08,0.88,1.12,0.00
472,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.0,2.00,2.00,1.00,1.00,0.00,0.00,0.00,,0.00,28.0,10.0,35.7,3.00,13.0,12.0,3.00,1.00,0.00,2.00,0.00,1.00,0.00
473,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,25.9,1.08,0.89,0.39,0.50,0.19,0.19,0.93,20.8,0.73,15.4,4.83,31.3,4.17,7.99,3.28,1.04,0.15,0.00,0.89,0.58,1.04,0.00
474,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,1.93,1.14,1.63,0.24,0.06,0.60,1.93,31.3,1.33,13.9,3.92,28.3,8.43,3.98,1.45,1.93,0.42,0.00,1.51,0.96,2.95,0.00
475,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,8.4,1.43,0.24,0.83,0.36,0.24,0.48,2.26,21.1,1.79,15.7,3.69,23.5,6.67,5.83,3.21,2.86,0.24,0.00,2.62,0.83,2.02,0.00
476,Willian\Willian,br BRA,FW,Chelsea,30,1988,21.4,1.73,1.12,0.47,0.98,0.28,0.42,1.78,23.7,1.36,20.3,6.03,29.7,3.64,10.2,6.45,0.79,0.00,0.00,0.79,0.84,0.47,0.00
477,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,6.4,2.50,1.56,0.63,0.94,0.94,0.47,2.19,21.4,1.72,26.6,7.97,30.0,9.06,12.7,4.84,1.56,0.47,0.16,1.09,0.16,1.41,0.00
478,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,1.9,0.53,0.00,0.00,0.53,0.00,0.53,3.16,16.7,2.63,29.5,9.47,32.1,6.32,15.8,7.37,3.16,0.00,0.00,3.16,0.00,0.53,0.00
479,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,26.1,0.46,0.38,0.08,0.19,0.19,0.04,0.54,7.1,0.50,24.1,6.28,26.1,1.99,10.5,11.6,0.50,0.08,0.00,0.42,0.11,0.50,0.00
480,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,16.1,1.37,0.62,0.31,0.68,0.37,0.75,2.11,35.3,1.37,22.2,5.16,23.2,7.39,10.5,4.29,1.99,0.12,0.00,1.86,0.56,1.12,0.00
481,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,17.7,1.98,1.13,0.96,1.02,0.00,0.96,2.60,37.0,1.64,19.8,6.44,32.6,8.93,8.98,1.86,1.53,0.45,0.00,1.07,1.30,1.24,0.00
482,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,23.0,0.39,0.26,0.04,0.13,0.22,0.17,0.74,23.5,0.57,16.1,3.61,22.4,0.83,6.13,9.17,0.70,0.17,0.00,0.52,0.13,0.65,0.00
483,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,21.2,1.75,0.94,0.99,0.66,0.09,0.80,1.93,41.5,1.13,14.9,4.29,28.8,5.71,7.78,1.42,1.84,0.57,0.05,1.27,0.71,3.35,0.00
484,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MF,West Ham,29,1989,9.2,1.30,0.87,0.54,0.65,0.11,0.43,2.07,21.1,1.63,15.8,4.67,29.7,3.70,7.39,4.67,0.87,0.11,0.00,0.76,0.43,0.43,0.00
485,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,8.6,1.86,1.40,1.28,0.47,0.12,0.47,1.40,33.3,0.93,18.5,3.84,20.8,9.88,4.88,3.72,2.09,0.47,0.23,1.63,0.58,2.21,0.00
486,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,1.13,0.81,0.65,0.00,0.48,0.32,0.97,33.3,0.65,6.94,1.94,27.9,4.35,2.58,0.00,1.77,0.65,0.00,1.13,0.48,6.61,0.16
487,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,0.94,0.38,0.38,0.28,0.28,0.19,1.98,9.5,1.79,11.2,3.30,29.4,4.43,5.38,1.42,2.26,0.19,0.00,2.08,0.94,2.83,0.00
488,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.5,2.31,1.54,1.38,0.77,0.15,0.62,2.31,26.7,1.69,14.3,4.15,29.0,8.15,3.85,2.31,2.46,0.46,0.00,2.00,2.00,3.08,0.00
489,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,28.3,1.34,0.88,0.49,0.42,0.42,0.32,1.34,23.7,1.02,23.1,6.89,29.8,6.89,9.82,6.40,0.99,0.07,0.00,0.92,0.49,0.11,0.00
490,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,14.4,2.01,1.32,1.46,0.49,0.07,1.11,1.39,80.0,0.28,7.71,2.43,31.5,5.69,1.94,0.07,1.74,1.11,0.07,0.63,1.11,7.71,0.07
491,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,10.1,2.18,1.19,1.19,0.89,0.10,1.19,2.97,40.0,1.78,11.0,3.37,30.6,3.86,4.65,2.48,1.29,0.00,0.00,1.29,1.09,2.28,0.00
492,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,20.0,1.35,0.70,1.15,0.20,0.00,0.15,0.40,37.5,0.25,7.15,2.20,30.8,4.05,2.95,0.15,1.45,0.60,0.00,0.85,2.00,6.80,0.15
